epoch,phase,train_loss,bio_loss,sent_loss,glob_loss,cons_loss,ctr_loss,w_bio,w_sent,w_global,w_cons,w_contrast,tas_strict_p,tas_strict_r,tas_strict_f1,tas_relaxed_p,tas_relaxed_r,tas_relaxed_f1,span_p,span_r,span_f1,sent_matched_p,sent_matched_r,sent_matched_f1,sent_goldspan_p,sent_goldspan_r,sent_goldspan_f1,global_p,global_r,global_f1,is_best,span_f1_Fashion,span_f1_Electronics,span_f1_General,span_f1_Service,span_f1_Ship,span_f1_Price,span_f1_App,sent_f1_Fashion,sent_f1_Electronics,sent_f1_General,sent_f1_Service,sent_f1_Ship,sent_f1_Price,sent_f1_App,pred_NEG_Fashion,pred_POS_Fashion,pred_NEU_Fashion,pred_TOTAL_Fashion,pred_NEG_Electronics,pred_POS_Electronics,pred_NEU_Electronics,pred_TOTAL_Electronics,pred_NEG_General,pred_POS_General,pred_NEU_General,pred_TOTAL_General,pred_NEG_Service,pred_POS_Service,pred_NEU_Service,pred_TOTAL_Service,pred_NEG_Ship,pred_POS_Ship,pred_NEU_Ship,pred_TOTAL_Ship,pred_NEG_Price,pred_POS_Price,pred_NEU_Price,pred_TOTAL_Price,pred_NEG_App,pred_POS_App,pred_NEU_App,pred_TOTAL_App,gold_NEG_Fashion,gold_POS_Fashion,gold_NEU_Fashion,gold_TOTAL_Fashion,gold_NEG_Electronics,gold_POS_Electronics,gold_NEU_Electronics,gold_TOTAL_Electronics,gold_NEG_General,gold_POS_General,gold_NEU_General,gold_TOTAL_General,gold_NEG_Service,gold_POS_Service,gold_NEU_Service,gold_TOTAL_Service,gold_NEG_Ship,gold_POS_Ship,gold_NEU_Ship,gold_TOTAL_Ship,gold_NEG_Price,gold_POS_Price,gold_NEU_Price,gold_TOTAL_Price,gold_NEG_App,gold_POS_App,gold_NEU_App,gold_TOTAL_App
37,phase2,2.2303,1.4975,0.2309,0.6027,1.3266,0.4266,1.0941,1.3817,0.2037,0.0000,0.0000,0.5485,0.5642,0.5562,0.5593,0.5753,0.5672,0.8059,0.8288,0.8172,0.6350,0.6822,0.6334,0.6130,0.6465,0.6113,0.6629,0.6584,0.6548,,0.8805,0.6842,0.7115,0.8874,0.8511,0.8497,0.9242,0.6341,0.5801,0.6166,0.7216,0.6693,0.5580,0.6168,75,42,27,144,74,72,37,183,40,42,33,115,61,96,48,205,47,39,38,124,31,82,60,173,74,37,21,132,71,58,15,144,73,92,18,183,44,57,14,115,74,103,28,205,51,57,16,124,50,98,25,173,61,60,11,132
38,phase2,2.3560,1.5795,0.2335,0.6114,1.3284,0.4348,1.0899,1.3929,0.2029,0.0000,0.0000,0.5514,0.5658,0.5585,0.5622,0.5769,0.5694,0.8069,0.8281,0.8174,0.6359,0.6839,0.6356,0.6141,0.6488,0.6129,0.6640,0.6592,0.6558,best,0.8805,0.6817,0.7161,0.8899,0.8440,0.8519,0.9242,0.6432,0.5802,0.6157,0.7228,0.6693,0.5540,0.6253,77,42,25,144,75,72,35,182,41,43,31,115,63,96,47,206,47,39,38,124,30,80,63,173,75,37,20,132,71,58,15,144,72,92,18,182,44,58,13,115,74,103,29,206,51,57,16,124,50,98,25,173,61,60,11,132
39,phase2,2.2371,1.5117,0.2358,0.6036,1.3530,0.4311,1.0567,1.4229,0.2046,0.0000,0.0000,0.5603,0.5745,0.5673,0.5711,0.5856,0.5782,0.8068,0.8273,0.8169,0.6459,0.6942,0.6461,0.6176,0.6510,0.6165,0.6571,0.6521,0.6491,best,0.8861,0.6805,0.7157,0.8874,0.8410,0.8519,0.9242,0.6484,0.5916,0.6375,0.7216,0.6693,0.5779,0.6380,78,41,25,144,74,71,37,182,41,44,30,115,61,96,48,205,47,39,38,124,30,83,59,172,73,39,20,132,71,58,15,144,73,91,18,182,44,57,14,115,74,103,28,205,51,57,16,124,49,98,25,172,61,60,11,132
40,phase2,2.2360,1.4939,0.2269,0.6047,1.3289,0.4307,1.0865,1.3839,0.2049,0.0000,0.0000,0.5589,0.5753,0.5670,0.5697,0.5864,0.5779,0.8060,0.8296,0.8176,0.6432,0.6914,0.6441,0.6201,0.6564,0.6196,0.6604,0.6557,0.6528,,0.8820,0.6805,0.7138,0.8874,0.8410,0.8586,0.9281,0.6434,0.5893,0.6448,0.7187,0.6693,0.5734,0.6340,77,43,26,146,78,69,36,183,41,45,29,115,61,98,46,205,47,39,38,124,31,82,59,172,74,39,20,133,71,60,15,146,73,92,18,183,43,58,14,115,74,103,28,205,51,57,16,124,49,98,25,172,61,61,11,133
41,phase2,2.1508,1.4513,0.2249,0.5960,1.3485,0.4294,1.0773,1.4055,0.2033,0.0000,0.0000,0.5636,0.5761,0.5697,0.5736,0.5864,0.5799,0.8085,0.8265,0.8174,0.6464,0.6952,0.6470,0.6214,0.6574,0.6206,0.6608,0.6555,0.6527,best,0.8840,0.6830,0.7097,0.8869,0.8410,0.8586,0.9242,0.6619,0.5915,0.6432,0.7181,0.6620,0.5772,0.6443,79,42,24,145,73,72,37,182,42,43,29,114,61,97,46,204,46,39,39,124,32,81,59,172,73,39,20,132,71,59,15,145,72,92,18,182,43,58,13,114,74,102,28,204,51,57,16,124,49,98,25,172,60,61,11,132
42,phase2,2.1801,1.4706,0.2201,0.5881,1.3521,0.4272,1.0839,1.3955,0.2037,0.0000,0.0000,0.5683,0.5832,0.5757,0.5799,0.5951,0.5874,0.8069,0.8281,0.8174,0.6535,0.7024,0.6558,0.6256,0.6612,0.6263,0.6640,0.6594,0.6567,best,0.8805,0.6842,0.7179,0.8830,0.8410,0.8586,0.9242,0.6732,0.5984,0.6319,0.7358,0.6693,0.5861,0.6567,79,42,23,144,75,73,35,183,42,44,30,116,63,95,46,204,47,39,38,124,31,84,57,172,71,41,20,132,71,58,15,144,73,92,18,183,44,58,14,116,74,102,28,204,51,57,16,124,49,98,25,172,60,61,11,132
43,phase2,2.0420,1.3674,0.2246,0.6114,1.3528,0.4297,1.0630,1.4088,0.2055,0.0000,0.0000,0.5707,0.5856,0.5780,0.5807,0.5959,0.5882,0.8077,0.8288,0.8181,0.6536,0.7015,0.6567,0.6273,0.6638,0.6283,0.6599,0.6564,0.6539,best,0.8840,0.6817,0.7179,0.8874,0.8440,0.8564,0.9242,0.6621,0.6077,0.6467,0.7330,0.6765,0.5808,0.6567,76,45,24,145,76,73,33,182,41,44,31,116,63,97,44,204,47,40,37,124,33,82,57,172,71,41,20,132,71,59,15,145,73,91,18,182,44,57,15,116,74,102,28,204,51,57,16,124,49,98,25,172,60,61,11,132
44,phase2,2.1119,1.3907,0.2250,0.5989,1.3839,0.4328,1.0824,1.4026,0.2028,0.0000,0.0000,0.5733,0.5856,0.5794,0.5849,0.5975,0.5911,0.8107,0.8281,0.8193,0.6548,0.7028,0.6585,0.6283,0.6643,0.6301,0.6587,0.6552,0.6527,best,0.8868,0.6855,0.7138,0.8933,0.8440,0.8564,0.9203,0.6641,0.6100,0.6446,0.7447,0.6693,0.5770,0.6615,79,43,23,145,78,73,32,183,40,45,30,115,65,97,42,204,47,39,38,124,32,83,57,172,68,43,20,131,71,59,15,145,74,91,18,183,44,57,14,115,74,102,28,204,51,57,16,124,49,98,25,172,60,60,11,131
45,phase2,2.0347,1.3428,0.2198,0.5849,1.3906,0.4279,1.0753,1.4000,0.2047,0.0000,0.0000,0.5700,0.5840,0.5769,0.5824,0.5967,0.5894,0.8082,0.8281,0.8180,0.6544,0.7022,0.6570,0.6257,0.6616,0.6266,0.6597,0.6552,0.6525,,0.8868,0.6805,0.7220,0.8894,0.8470,0.8534,0.9170,0.6641,0.6090,0.6412,0.7343,0.6693,0.5849,0.6628,79,43,23,145,77,73,33,183,42,44,31,117,66,94,44,204,47,39,38,124,31,82,58,171,70,42,20,132,71,59,15,145,74,91,18,183,44,58,15,117,74,102,28,204,51,57,16,124,49,97,25,171,60,61,11,132
46,phase2,2.0662,1.3553,0.2216,0.5787,1.3588,0.4192,1.0781,1.4066,0.2031,0.0000,0.0000,0.5703,0.5848,0.5775,0.5827,0.5975,0.5900,0.8076,0.8281,0.8177,0.6546,0.7027,0.6581,0.6269,0.6637,0.6281,0.6598,0.6551,0.6526,,0.8840,0.6767,0.7244,0.8894,0.8440,0.8534,0.9242,0.6590,0.6142,0.6335,0.7411,0.6693,0.5844,0.6689,78,44,23,145,77,74,32,183,41,44,32,117,68,94,42,204,47,39,38,124,32,82,57,171,69,43,20,132,71,59,15,145,74,91,18,183,44,58,15,117,74,102,28,204,51,57,16,124,49,97,25,171,60,61,11,132
47,phase2,2.0177,1.3319,0.2226,0.5865,1.4091,0.4350,1.0687,1.4064,0.2049,0.0000,0.0000,0.5709,0.5840,0.5774,0.5817,0.5951,0.5883,0.8118,0.8304,0.8210,0.6540,0.7027,0.6564,0.6267,0.6639,0.6271,0.6608,0.6567,0.6540,,0.8868,0.6855,0.7244,0.8914,0.8440,0.8534,0.9314,0.6517,0.6142,0.6412,0.7343,0.6693,0.5811,0.6693,77,44,24,145,76,71,35,182,42,44,31,117,66,94,44,204,47,39,38,124,30,83,58,171,67,45,20,132,71,59,15,145,73,91,18,182,44,58,15,117,74,102,28,204,51,57,16,124,49,97,25,171,60,61,11,132
48,phase2,2.2339,1.4684,0.2195,0.5953,1.3528,0.4265,1.1019,1.3811,0.2024,0.0000,0.0000,0.5701,0.5832,0.5766,0.5809,0.5943,0.5875,0.8118,0.8304,0.8210,0.6532,0.7020,0.6557,0.6243,0.6607,0.6244,0.6624,0.6591,0.6564,,0.8868,0.6842,0.7267,0.8914,0.8440,0.8534,0.9314,0.6568,0.6196,0.6412,0.7300,0.6622,0.5779,0.6693,78,43,24,145,78,70,34,182,42,44,31,117,65,95,44,204,46,40,38,124,29,83,59,171,67,45,20,132,71,59,15,145,73,91,18,182,44,58,15,117,74,102,28,204,51,57,16,124,49,97,25,171,60,61,11,132
49,phase2,2.1576,1.4483,0.2204,0.5920,1.3838,0.4338,1.0622,1.4180,0.2043,0.0000,0.0000,0.5755,0.5887,0.5821,0.5864,0.5998,0.5930,0.8118,0.8304,0.8210,0.6586,0.7073,0.6615,0.6273,0.6637,0.6279,0.6666,0.6626,0.6602,best,0.8840,0.6855,0.7244,0.8933,0.8440,0.8534,0.9314,0.6641,0.6282,0.6412,0.7300,0.6693,0.5898,0.6749,79,43,23,145,78,70,34,182,42,44,31,117,65,95,44,204,47,39,38,124,30,84,57,171,68,44,20,132,71,59,15,145,73,91,18,182,44,58,15,117,74,102,28,204,51,57,16,124,49,97,25,171,60,61,11,132
50,phase2,2.0658,1.3819,0.2190,0.5836,1.3418,0.4201,1.0695,1.4093,0.2042,0.0000,0.0000,0.5746,0.5887,0.5816,0.5855,0.5998,0.5926,0.8105,0.8304,0.8204,0.6586,0.7073,0.6615,0.6291,0.6660,0.6303,0.6707,0.6665,0.6641,,0.8868,0.6816,0.7267,0.8914,0.8440,0.8534,0.9314,0.6700,0.6337,0.6488,0.7252,0.6693,0.5811,0.6693,78,44,23,145,79,70,33,182,43,44,30,117,65,94,45,204,47,39,38,124,30,83,58,171,67,45,20,132,71,59,15,145,73,91,18,182,44,58,15,117,74,102,28,204,51,57,16,124,49,97,25,171,60,61,11,132
