content,score,app_source
phần shopee food không thể thực hiện đánh giá lại gây bất tiện cho khách hàng muốn feedback lại chi tiết hơn cho quán,1,com.shopee.vn
phiền,1,com.shopee.vn
cđ,3,com.shopee.vn
tôi bị dính quảng cáo của shoppe trên gg cay ác đang chơi thì quảng cáo tự hiện màng hình chính,1,com.shopee.vn
ơ tự nhiên lại bị cấm mua đồ thế,1,com.shopee.vn
dạo này shopee sử lý các đơn nhanh ok cảm ơn shopee,5,com.shopee.vn
ở trên shopee được cái xem được rõ đánh giá của người khác mua hàng cũng ok hơn,4,com.shopee.vn
được miễn phí vận chuyển quá tốt,5,com.shopee.vn
bình thường,3,com.shopee.vn
có thể mau hàng 0k,5,com.shopee.vn
rõ là tài khoản Google không đụng gì mà cứ khoá tài khoản xong tiền thì không cho rút,1,com.shopee.vn
ngon :),5,com.shopee.vn
tốt,5,com.shopee.vn
ê rảnh app oke giao hàng cx nhanh,5,com.shopee.vn
rất tệ đag mua đơn 0đ tự nhiên hết,1,com.shopee.vn
tệ,1,com.shopee.vn
giao đúng hàng,5,com.shopee.vn
Rất singma shop !!!,5,com.shopee.vn
thíc vcl,5,com.shopee.vn
mua hàng xg bị hoàn lại trg khi ko hề nhận đc cuộc gọi từ shipper? nt xin sự trợ giúp của Tép thì toàn là tn máy éo hiểu lm ăn kiểu j luôn,1,com.shopee.vn
Cũng tiện. Là nơi hội tụ nhiều shop không lành mạnh kèm sản phẩm giá trị thấp và cực thấp,3,com.shopee.vn
giao hàng chậm vcll,1,com.shopee.vn
ko đặt j tự nhiên bị giao một đống đồ,1,com.shopee.vn
mua sắm nhanh chóng,5,com.shopee.vn
mình thấy rất ok,5,com.shopee.vn
tôi muốn xóa tài khoản nhưng shopee không phản hồi,1,com.shopee.vn
... tiện lợi,5,com.shopee.vn
đặt đơn nào đơn đấy lúc nào về cũng muộn 😤,3,com.shopee.vn
cho mã 80k cho người mới nhưng đặt hàng áp mã lại không giao ko gọi hoàn hàng với lý do giao hàng thất bại lừa đảo,1,com.shopee.vn
mất khuyến mãi người mới ??,1,com.shopee.vn
"nhiều mã giảm giá, sàn trợ giá rất mạnh, mua được hàng rẻ, chất lượng tốt",5,com.shopee.vn
giao hàng quá châm,2,com.shopee.vn
"liên tục hủy đơn cả 20 đơn , tự ý hủy , lại cập nhật khách hàng từ chối nhận trong khi đơn vị vận chuyển không hề liên hệ, khiếu nại nhiều lần nhưng không hiệu quả",1,com.shopee.vn
chịu rồi đặt hàng bị hủy hết hết khóa cái này cái khác giờ lại hủy đơn hàng lớn lí do,1,com.lazada.android
"Mình bị lỗi CR01 trong khi chưa mua sản phẩm gì cũng như chưa vi phạm gì, mở được mấy hôm lại khóa, chat cskh vẫn gặp bot",1,com.lazada.android
áp lừa đảo . chưa nhận được tiền hoàn,1,com.lazada.android
app lừa đảo . hoàn tiền thì lâu,1,com.lazada.android
cũng được,3,com.lazada.android
"sẽ không bao giờ đặt hàng trong ứng dụng này nữa. đợi hàng thì lâu, shipper ko giao hàng lại để trạng thái người nhận từ chối nhận hàng. không có chức năng rõ ràng để khiếu nại, không có số điện thoại tổng đài để điện trực tiếp chỉ có thể thông qua con AI cleo. quá tệ",1,com.lazada.android
ko biet đăng nhập vào tài khoản ngân hàng dc ko,5,com.lazada.android
"Tài khoản kèm số đt bị dính lỗi UL00 vô lý, gọi cskh thì nói tk bị rủi ro nên tạm khoá, làm ăn rất vớ vẩn, tk ko có bất cứ giao dịch nào trong mấy tháng gần đây giờ báo bị rủi ro, dùng cái sàn Lỏ này mới đúng là rủi ro.",1,com.lazada.android
"Đặt hàng của shop mall trên lazada mà lazada tự hủy với lí do shop không giao hàng. Vậy mà vẫn là shop mall, vẫn đăng bán trên đó",1,com.lazada.android
"Đặt hàng của shop mall trên lazada mà lazada tự hủy với lí do shop không giao hàng. Vậy mà vẫn là shop mall, vẫn đăng bán trên đó",1,com.lazada.android
"mới tạo tk xog bị khóa là sao, xin 1 lời giải thích",1,com.lazada.android
Tiện ích. Thanks nhà phát triển!,5,com.lazada.android
"làm ăn chán, các shop k uy tín giao sai hàng",1,com.lazada.android
tốt nhx hơi bất tiện vì lần này xài lại phải có có chứng minh thư r phải nhập mã nữa. Bất tiện,4,com.lazada.android
"đồ rẻ, phí ship đắt",3,com.lazada.android
chính sách về hủy hàng của lazada khiến tao không muốn mua hàng trên lazada nữa,1,com.lazada.android
💯,5,com.lazada.android
"toàn đơn ảo, đặt hàng không có hàng về tay",1,com.lazada.android
ko nên trải ngiệm,1,com.lazada.android
dm quảng cáo cũng tải game,1,com.lazada.android
"Quá tệ tài khoản mới mua 1,2 đơn đã khoá voucher không cho dùng nữa. Gọi báo nhân viên thì nói lỗin CR01 không mở được quá tệ",1,com.lazada.android
"Sale 12/12 Tmall thì bị CR01 ,nhắn cho bên cskh thì trả lời chung chung không giải quyết được .😡😡😡😡😡😡😡😡 Đề nghị bên Lazada gỡ ngay CR01. Cskh chưa bao giờ giải quyết được vấn đề của khách hàng.Phản ánh từ 12/12/2025 đến hôm nay 26/12/2025 mới hết lỗi CR01. Tiếp tục lỗi cr01 từ 15/01/2026 đến 5/3/2026 dù không mua gì cả 🤬🤬🤬🤬🤬🤬 Nhân Viên hỗ trợ có cũng như không ,phản ánh thì chỉ có bảo là do hệ thống không giải quyết được !!!!",1,com.lazada.android
tệ hại,1,com.lazada.android
"ko hiểu sao lúc nào tạo tài khoản đều bị khoá, rất khó chịu",1,com.lazada.android
chịu rồi muốn mua hàng mà cứ lỗi áp mã voucher không đc liên hệ tư vấn viên giải quyết không được đợi mãi acc vẫn lỗi?? khó hiểu,1,com.lazada.android
"ứng dụng mua hàng internet tệ nhất từng thấy=)) khách đặt 1 đằng shop giao 1 nẻo. nhắn tin shop hỗ trỡ thì không nhắn lại 1 câu nào. nhắn cho lazada thì vấn đề ở video khui hàng? ok không video khui hằng thì nhìn cái ảnh shipper chụp hộ cái: đóng gói tệ hại, in bill thì lệch. trả hàng xong thì lại giao lại cho khách. trả tiền thì chẳng thấy đâu. nhắn tin thương lượng thì câm như hến. cskh tệ.",1,com.lazada.android
Hôm nay app bị lỗi hay sao mà chơi tưới cây đến lúc thu hoạch thì không được freeship! Lót dép chờ Lazada chỉnh sửa lại. Buồn.,3,com.lazada.android
Đang mua sắm bình thường tự nhiên bị lỗi CR01 mãi không fix được quá chán với cách vận hành của sàn cũng như hệ thống,1,com.lazada.android
tốt,5,com.lazada.android
tải áp về đảo bảo mọi ng ko săn đc vé theo ý muốn đâu (vs những ng muốn săn seo 0k) . 1 sao,1,com.lazada.android
voucher gà hơn shoppe nữa,1,com.lazada.android
tự nhiên đặt hàng xong shipper giao hàng rồi cái mấy bữa sau đơn hàng đã giao tự động bị hủy xong shipper đòi lại hàng rồi khi đưa hàng cho thì nói là hàng giả kia rồi chửi đập phá um sùm luôn đọc báo Công an bị công an không chịu xử lý luôn mấy ngày nay làm rùm beng cái nhà chịu...,1,com.lazada.android
"Đã báo nhiều lần hoàn tiền về tài khoản VIB , rồi tự ý hoàn tiền về Sacombank , mà tài khoản Sacombank đã bị khoá , làm việc thiếu trách nhiệm , coi thường khách hàng , giờ coi như tôi bị mất mấy trăm ngàn",1,com.lazada.android
không biết diễn tả thế nào đồ 0 đồng ship 195.780 ngàn ship giữ mắc dậy hả đồ 0 đồng,1,com.lazada.android
"bao nhiêu năm dùng , tin tưởng thậm trí thanh toán trước mà nay cho quả CR01, buồn",1,com.lazada.android
chất lượng quá tệ mua hàng bị lừa đảo mua hạt giống nhưng nhận hàng chỉ là mớ rẻ rách. nghĩ là giá trị thấp khi nhận hàng k kiểm tra ai mà ngờ là lừa đảo,1,com.lazada.android
ko giao hàng đúng hẹn nhưng lại ghi là đã giao lam,1,com.lazada.android
App mua sắm dở nhất từng thấy. Để không nửa năm trời mới vào mua được 1 đơn thì bị CR01 🙂 Hỏi CSKH cũng không biết tại sao và không giải quyết được,1,com.lazada.android
"cách đăng nhập quá nghiêm ngặc, kì lạ, không đăng nhập được",1,com.lazada.android
"Trang VayTotNhat kiếm 5tr ngay, duyệt trả dễ minh bạch tự nhiên vừa đăng ký cái bang. 8 năm nghỉ xài lzd giờ mò lại mail mới sdt mới k hiểu bang cái gì. App thì lỏ load lâu điên",5,com.lazada.android
Mua hàng bình thường ngày hôm sau bị OC01 không áp được voucher,1,com.lazada.android
"Mình thích mua hàng của Lazada , hàng đúng với hình ảnh, giá tốt , phí vận chuyển phải chăng . Có tín nhiệm ! Chúc Lazada tốt hơn nữa , 5* .",5,com.lazada.android
"bị lỗi ko nhận điểm , nhận điểm bị giới hạn , nhận điểm ít",2,com.lazada.android
"mua tai nghe Soundcore R50i NC của shop Lazamall mà đến khi bảo hành thì bên nhà bán hàng làm việc vô can, đổ trách nhiệm sang bên bảo hành. Bên bảo hành thì chậm chạp, cố ý ngâm hàng khách. Từ giờ mọi người mua hàng cần chú ý chế độ và chính sách bảo hành của hãng điện tử đó. nếu ko đến lúc lỗi , cần sửa chữa hoặc bảo hành sẽ rất bất lợi và ko nhận được sự trợ giúp phản hồi nhanh đâu",1,com.lazada.android
Ơ t tạo tk thì lm sao mà khoá nhỉ.nghỉ đê,1,com.lazada.android
"Vô đúng trang VayTotNhat được vay minh bạch miễn lãi, tới 9tr.",5,com.lazada.android
quá chán,1,com.lazada.android
dùng thử lazada 1 thời gian mới biết là Shopee mãi đỉnh,1,com.lazada.android
"tài khoản mình dùng rất lâu rồi mà bị CR01, rất tệ",1,com.lazada.android
Tốt,5,com.lazada.android
Rất tốt,5,com.lazada.android
cho 1 vì dám lừa đảo tao,1,com.lazada.android
"tôi không hiểu vì sao tài khoản của tôi lại bị CR01 và OC01 trải nghiệm thật sự rất tệ , đã từng mua hàng và rất thích lazada nhưng hôm nay thì xoá app cho rồi",1,com.lazada.android
"Chx đặt mua lần nào đã bị CR01, không hiểu 😅",1,com.lazada.android
Không thấy mã giảm giá 3/3,1,com.lazada.android
"khả năng quản lý đơn hàng kém. Kết hợp với J&T làm đơn vị vận chuyển cực kì vô trách nhiệm. shipper đùn đẩy việc giao không kịp cho khách thành khách yêu cầu chuyển ngày nhận hàng. Liên hệ chăm sóc khách hàng Lazada hỗ trợ thì nhận được AI trả lời toàn thông tin không liên quan, đến nhân viên chăm sóc khách hàng lại hẹn chờ 48 giờ làm việc (6 ngày - không kể thứ 7, cn, lễ) để phản hồi trạng thái cho một đơn hàng nội tỉnh. chán hết sức. TỆ",1,com.lazada.android
Không thể áp mã,1,com.lazada.android
"ông owiy h hy lộ , đến",4,com.lazada.android
"Good cần 5tr gõ VayTotNhat nhé, duyệt ngay.",5,com.lazada.android
"Quả sàn tmdt chán nhất, lâu lâu đặt vài đơn cũng bị dính CR01 gọi cskh yêu cầu hỗ trợ thì trả lời cho có",1,com.lazada.android
Khoá tk mà không cho biết lý do. nhắn tin mãi mới mở mà đặt được 1 đơn lại khoá. chán thuật toán gì đâu,1,com.lazada.android
"app mua sắm tệ nhất internet,toàn lấy qc bọn tq về r up lên quảng bá sp,toàn thuê các app internet khác ép cái qc rác rưởi của bọn nó vào,bực d chiu dc🫩",1,com.lazada.android
TỐT,5,com.lazada.android
đã 14 năm không mua của lazada vì shop trên sàn này bán hàng chất lượng kém. nay mua lại sản phẩm mà quá thất vọng. từ nay sẽ cạch không bao giờ động chạm đến mua trên lazada,1,com.lazada.android
"Chính sách CSKH nqq, đặt đơn từ 16.2 hẹn trễ nhất 2.3 giao, nay 3.3 hủy không được vì ""Đơn hàng có voucher khuyến mãi/giảm giá được áp dụng không cho phép hủy riêng lẻ và nên đã được hủy cùng nhau"", trong khi lúc đó đặt 3 shop, 1 shop đã giao, 2 shop ngâm đơn, hủy 1/2 đơn thì đơn còn lại vẫn ẩn nút hủy???? Quá tệ!",1,com.lazada.android
"mua bộ quần áo nam nhìn hình thì đẹp , gửi cái quần bò rộng thùng thình, áo của phủ nữ cư như cái dẻ lau nhà",1,com.lazada.android
bắt điền căn cước công dân để xác minh danh tính thằng cụ m à,1,com.lazada.android
"Ứng dụng bán hàng lừa đảo, chuyên bán hàng giả",1,com.lazada.android
Không đáng tin. Tiền hậu bất nhất,1,com.lazada.android
tự ý khoá voucher toàn sàn.Tôi không thể mua sắm,1,com.lazada.android
tải cái dmm,1,com.lazada.android
hlloôo,1,com.lazada.android
"Tạm biệt Lazada đã mất đi khách hàng tiềm năng như mình 🙂. đ làm gì cũng bị dính lỗi OC01, tuyệt vời",1,com.lazada.android
"sàn gì tệ dã man, đặt 1 đơn xong bị cho ăn lỗi cr01 liền, liên hệ tvv thì không giải quyết được, không biết sàn này còn cạnh tranh ntn với các sàn khác trong khi trải nghiệm của khách hàng tệ như vậy thì sao ủng hộ được nữa",1,com.lazada.android
lazada càng ngày càng tệ mới 1năm hk sài mà nhập lại HK đc. cứ báo lối lazada như cứ hết vỏn thì xoá áp i,1,com.lazada.android
mua hàng trên lazada cũng ok nhưng phí vận chuyển mắc quá,3,com.lazada.android
như cl ấy mới vào xg bị khóa tài khoản làm ăn như cl,1,com.lazada.android
như Đ. Ầ.U ..B.U.Ồ.I,1,com.lazada.android
"đặt đc đơn 0₫ thì cố tình nhầm địa chỉ xong gọi bảo hủy, app rác",1,com.lazada.android
"quảng cáo bên tt ít thôi. qc thì toàn nhảm cái m gì anh và em kéo qua, ngày hiện 2 chục lần.",1,com.lazada.android
ko dao về tra ving 1₫,1,com.lazada.android
"app rác vl, tôi mới tạo tài khoản xong nó khoá mẹ tài khoản của tôi vào, cho dù tôi đã đổi máy và tạo tài khoản mới. nhà sản xuất nên xem lại",1,com.lazada.android
hiện tại cũng Ổn sau này chưa biết!!.,5,com.lazada.android
tại sao hàng giá cao mà dùng ko bên... tôi đã mua bơm cao áp nên hơi... chưa được một tháng mà hư hỏng hết.ko lên được.mong bán hàng chuẩn thật,3,com.lazada.android
đăng kí tài khoản còn thông báo bị khoá luôn không lập được tài khoản khác,1,com.lazada.android
good,5,com.lazada.android
quảng cáo nhiều quá,1,com.lazada.android
OK,5,com.lazada.android
tệ chưa đăng nhập xong đã bị khóa tai khoan rồi,1,com.lazada.android
"ứng dụng gì mà đăng ký cứ bị lỗi Ul00 không chịu đăng ký và bị khoá tài khoản luôn tôi đã đi mua thêm 2 sim mới và vẫn bị khoá khi chỉ đang đăng ký tôi liên lạc bên hỗ trợ nhưng họ không mở vì bị dính gì đó và yêu cầu tôi lấy số mới đăng ký,?? trong khi tôi đăng ký 3 cái trước bị khoá giờ bắt tôi mua thêm sim à?",1,com.lazada.android
Hay,5,com.lazada.android
Đơn hàng đã trả tiền từ 4/1/2026 đến nay người bán không giao cho khách hàng cũng không hủy đơn và hoàn tiền cho khách hàng. Chăm sóc khách hàng vô cùng kém.,1,com.lazada.android
trao đổi,5,com.lazada.android
"từ khi lzd mới mở 2014 tui mua gần 20 năm rồi. Xe, điện thoại, tủ lạnh, máy lạnh,máy may các thứ đồ dùng mua lzd hết. mà gần 1 năm nay ko mua lzd nữa. vì tiktok + shopee đơn nhỏ lớn freesip hết còn lzd tính ship, đơn lớn mới miễn. tui bỏ lzd hơn 2 năm r, mặc dù tui là seller của Lzd nhưng shop nhỏ ko cho đk freesip max. phí sàn lzd cũng cao hơn các sàn khác nên giá sẽ cao hơn. cấp lớn mới cho freesip. tui qua sàn shopee với tiktok mua 2 thág lên thẻ vàng, đơn 5k freesip. tôi hi vọng lzd cạnh tra",1,com.lazada.android
tốt,5,com.lazada.android
"Giao diện như Bãi Rác, không ngăn nắp, gọn gàng, chuyên nghiệp",3,com.lazada.android
Giao chậm vãi lozzz ra app rác,1,com.lazada.android
chờ hoài chờ hoài ko thấy gửi otp về,1,com.lazada.android
great,5,com.lazada.android
"đặt đơn nào là bị hủy đơn đó, dù cho đặt khác shop chăng nữa. chưa kể mất thời gian đợi xong app thông báo hủy hàng như thể ch có chuyện gì xảy ra=))",1,com.lazada.android
huuu,5,com.lazada.android
"không gọi điện để giao,xong tự cập nhật trạng thái giao hàng không thành công. Giao toàn nhầm tên với nhầm địa chỉ",1,com.lazada.android
app như db đăng nhập thì khoá tk vì lí do bảo mật,1,com.lazada.android
ok,5,com.lazada.android
không giải quyết yêu cầu của khách hàng,1,com.lazada.android
tạo tài khoản đăng nhập cứ bị khoá?,5,com.lazada.android
"ko làm gì cũng bị CR01, áp đúng nhảm",1,com.lazada.android
như cu,1,com.lazada.android
quá tệ,1,com.lazada.android
đang tt lì xì cl,1,com.lazada.android
ok,5,com.lazada.android
"app đần vl trước thì cái lỗi thanh toán với khoá acc không lý do giờ thì cái lỗi nhập mã không đăng nhập được dù ghi đúng số, đã thế còn tệ đến mức chỉ có gọi và báo sai mã thôi chứ không có cả OTP luôn cơ :""))))))) bảo sao thằng shopee nó ăn đứt, tụi dev của cái app này nó quyết tâm ế bằng thực lực",1,com.lazada.android
"Đăng kí vào thì thông báo bị khóa acc. Tưởng bị lỗi, nên đăng nhập bằng cái khác nhưng vẫn thông báo bị khóa ? Làm ăn chán thật sự",1,com.lazada.android
wWowl,1,com.lazada.android
Đang yên đang lành khóa tài khoản của người ta,1,com.lazada.android
Quá mệt mỏi với quảng cáo của mày. Mỗi video YouTube tao xem đều là quảng cáo của mày.,1,com.lazada.android
Đặt đơn giao nhanh 48h. 3 4 ngày chưa giao.,1,com.lazada.android
"giao hàng lâu, shop thì chảnh 🐶 , tệ tệ.",1,com.lazada.android
THẬT SỰ RẤT TỆ,1,com.lazada.android
"Good khi nào cần 5tr gõ VayTotNhat nhé, duyệt ngay nè",5,com.lazada.android
thua,1,com.lazada.android
Quảng cáo quá nhiều nên bỏ bớt 4*,1,com.lazada.android
"Lúc này kiếm 5tr tại VayTotNhat, kiểu trả góp mà lãi ít thôi",5,com.lazada.android
"ứng dụng bị cái j vậy trời 3 lần đặt hàng thì cả 3 lần không giao , có phải đơn 1-2k đâu mấy trăm nghìn mà qua ngày giao hàng rồi vẫn không cập nhật xong hủy đơn luôn ????????",1,com.lazada.android
tệ,1,com.lazada.android
Tự hủy đơn hàng,1,com.lazada.android
"Trải nghiệm vô cùng tệ, mình đã bị ban một account mới lập chỉ vì click vào chọn voucher khi chưa mua hàng lần nào. Tạo tài khoản khác thì liên tục bị báo hành vi bất thường không thể mua sắm nếu có dùng voucher""AI báo lỗi hành vi bất thường và không có lý do gì ???"". Nhân viên hỗ trợ thì yêu cầu mua hàng mà không dùng voucher???. Tại sao tôi phải mua hàng với giá cao trong khi có voucher và chương trình choice đủ điều kiện sử dụng. ĐỈNH CAO TRẢI NGHIỆM NGƯỜI DÙNG VỚI LZ :)",1,com.lazada.android
"Khi ai kẹt gõ VayTotNhat kiếm 5tr thực sự ok. Về trong nay mai lazada hết vốn rồi hay sao ý phí vận chuyển ăn trên trời, mà giảm thì cho có tí):)",5,com.lazada.android
tốt,5,com.lazada.android
Mình mua hàng bình thường thế mà bị dính lỗi cr01 ko rõ lí do. Vậy là từ giờ ko dùng được lazada nữa hả.,1,com.lazada.android
"bnc m ,cứ phải bắt cn , không tự nâng cấp đi , có việc cần mua thì phải cứ mất thời gian",1,com.lazada.android
Nick tôi mới mua 1 đơn hàng đã bị đánh cr01. Thật quá vô lý. Đã gắn bó với lazada nhiều năm. Thật quá thất vọng,1,com.lazada.android
"giao rõ thì lâu vượt quá mức dự kiến,thông báo cập nhật trạng thái đơn hàng thì chậm chạp,làm người ta phải sốt ruột",3,com.lazada.android
đồ xịn mà phí vận chuyển mắc quá. liên kết tài khoản hay bị lỗi qá mong xem xét lại,5,com.lazada.android
"mình ko có lỗi gì mà hệ thống báo lỗi oc01 báo mình mua hàng không vì mục đích cá nhân, yêu cầu gỡ lỗi cho mình, trải nghiệm thấy rất khó chịu",1,com.lazada.android
đơn đặt mấy ngày không về còn tự hủy,1,com.lazada.android
mới tạo acc là bị khoá tại sao v?,1,com.lazada.android
Giao sai sản phẩm mà không chịu hoàn tiền lại cho người ta. Ứng dụng lừa đảo khách hàng không nên cài đặt. Tôi đã xoá nó đi rồi. Cho 1 sao vì đặt hàng mà lại bắt đưa giấy chứng minh nhân dân,1,com.lazada.android
Tốt,5,com.lazada.android
tự nhiên vừa đăng ký cái bang. 8 năm nghỉ xài lzd giờ mò lại mail mới sdt mới k hiểu bang cái gì. App thì lỏ load lâu điên,1,com.lazada.android
Mua hàng trên lazada mà không hề có một cái mã giảm giá nào trong khi tài khoản rất đẹp? Không hoàn hàng hay làm gì bất thường cả. Chán app,1,com.lazada.android
"Khi kẹt gõ VayTotNhat kiếm 5tr thực sự ok. Về trong nay mai lazada hết vốn rồi hay sao ý phí vận chuyển ăn trên trời, mà giảm thì cho có tí):)",5,com.lazada.android
tôi mong lazada cập nhật tính năng định vị bản đồ vì viết địa chỉ khiến shiper giao nhầm chỗ đặc biệt là hôm nay tui ở xã Đăk săk mà shiper giao chỗ Krông nô khiến tôi không nhận được hàng còn khác gì gắn cải mác bom hàng tui cũng thấy tội shiper bộ chỉ vì không có cái định vị GPS dm,1,com.lazada.android
Thích trải nghiệm và thử thách,5,com.lazada.android
app rách vừa lag vừa đểu,1,com.lazada.android
"Không đăng nhập vào được, xác minh liên tục kết quả là bị khóa, hiểu sao người ta thích shopee với tiktokshop hơn rồi đấy 😒",1,com.lazada.android
Tệ,1,com.lazada.android
Ok,5,com.lazada.android
app lỏ bên kho vận chuyển không giao hàng có gọi hủy hàng lazada bảo nhiều lần hủy hàng đúng phế không biết xác mình từ khách hàng hay NV vận chuyển,1,com.lazada.android
đc,1,com.lazada.android
"bịp lắm mọi người ạ, lúc đầu cho chọn 3 đơn 0đ free, xong tự nhiên bị hủy đơn?",1,com.lazada.android
ok tuyệt,5,com.lazada.android
cứ mới tạo xong tài khoản thì lại bị khóa,1,com.lazada.android
nó bị gì ấy tui săn đơn 0₫ mà 3 ngày ròi vẫn ở mục chờ đóng gói 😃,1,com.lazada.android
"rất đáng mua sắm trên đây Lắm nha , MN nên tải về",5,com.lazada.android
hay quảng cáo,1,com.lazada.android
"xài hay nha kiểu v đó rồi v đó rồi đó đó rồi vậy đó rồi đó rồi vậy đó đó, mình thấy app này có màu hồng cute với lại giống instagram nên mình nhớ nyc của mình ở instagram á, ap màu hồng mình nhìn giống cờ lesbian á nên mình hơi sốc và sợ hãi và nhớ nyc nói chung là mình buồn mình khóc rồi cảm ơn instagram đã cho mình 1 nyc và app lazada mình k bt instagram vs lazada có phải là 1 k nên mình nói đại đừng chửi mình nha",5,com.lazada.android
không có săn xu,1,com.lazada.android
"Giao hàng thì chậm, đơn hàng ở cùng địa phương mà hơn 15 ngày không thấy giao. Lazada thì đỗ do đội vận chuyển của người bán nên không nắm rõ, còn hỏi người bán thì không trả lời. Thiếu tôn trọng khách hàng và lừa đảo. Mọi người cẩn thận nha",1,com.lazada.android
tốt,5,com.lazada.android
ok ok,5,com.lazada.android
chơi game toàn chưa cập nhật rồi sao chơi???,1,com.lazada.android
jika Lazada ada support ewallet ada duitnow QR macam shopeepay lagi bagus,5,com.lazada.android
cho 3 món hàng free rồi hủy vì ko thanh toán đúng thời hạn,1,com.lazada.android
ứng dụng tốt,5,com.lazada.android
vừa hôm qua mình đang đi du lịch mình có nói với shipper là hẹn ngày mai giao chưa gì gọi xong mở app lên thấy đơn hàng sẽ trả lại cho người bán làm ăn gì kì cục vậy 😡😡😡😡,1,com.lazada.android
bao năm dùng toàn thanh toán trước đàng hoàng không hoàn đơn bao giờ vậy mà mới nghỉ mua vài tháng thì bị cr01 lúc hết mua 2 đơn trước tết cũng thanh toán đàng hoàng nhận hàng bình thường sau tết lại bị cr01 tiếp??? không hiểu sao luôn lazada muốn đuổi người dùng hay sao ý,1,com.lazada.android
tự nhiên bị dụ mua 3 đơn hàng đầu tiên 0d xong nó tự hủy do không thanh toán? thôi thì lại shoppe vậy chứ chơi mà chơi lừa vầy thì sợ quá ai dám xài,1,com.lazada.android
"trả hàng ko đc , ko biết app sinh ra cái trả hàng làm cái gì",1,com.lazada.android
"có 1 số shop bán hàng trên lazada , ảo quá nhiều.tôi đặt có đơn chỉ bảo là đơn chờ đóng gói chứ không có khâu vận chuyển không hiển thị.mong lazada sửa lỗi này nha!",2,com.lazada.android
ok,5,com.lazada.android
"lazada vẫn có rất nhiều đơn hàng sử lý rất chậm, đặt từ hôm 26/10/2025 vào 18:07, đã thanh toán rồi nhưng đến bây giờ vẫn chỉ "" chờ đóng gói "" vẫn chưa nhận được hàng",1,com.lazada.android
tôi khong muốn quảng cáo,1,com.lazada.android
có nhiều loại slime //_ _ //,5,com.lazada.android
tốt,5,com.lazada.android
hoàn tiền lại cho t,1,com.lazada.android
ok,5,com.lazada.android
cứ quảng cáo trong điện thoại của tôi hoài khi không mở ứng dụng. hay khi đã xoá ứng dụng.,3,com.lazada.android
tạo tk chưa lmj đã bị khoá quá xàm,1,com.lazada.android
"quá tệ, ship lâu",1,com.lazada.android
xịn khỏi bàn mua hàng chất lượng,5,com.lazada.android
Đăng kí acc bằng mọi cách nhưng đều bị khóa hết,1,com.lazada.android
mới dùng lần đầu tạo tài khoản thì bị khoá acc??? app rác à,1,com.lazada.android
tốt,5,com.lazada.android
chát,4,com.lazada.android
la za da rất tốt nhưng có nhiều shop gửi hàng bị hỏng tôi ko nhận đc liền ko cho tôi thanh toán khi nhận hàng nên tôi xóa lazada chắc từ nay phải mua hàng bên shop bi thôi chứ đặt thì nhận chứ bom hàng hàng làm gì tôi ko xài tài khoảng nên ko mua ở zalada nữa rồi,5,com.lazada.android
"chưa giao hàng, ship k gọi đã bị hủy đơn r",1,com.lazada.android
rất ok,5,com.lazada.android
"siêu nhiều chương trình quà tặng, xu thì bạc ngànnnnn 10 điểm nha",5,com.lazada.android
ko bt chủ shop là ai luôn chịu,1,com.lazada.android
"Tại sao đơn vị vận chuyển và nhà bán hàng tự ý hủy đơn đặt hàng của tôi ? Giờ thì lại khóa tính năng thanh toán khi nhận hàng vì giao hàng cho tôi không thành công nhiều lần. Làm ăn như vậy à ? lỗi của người khác mà khách hàng phải hứng chịu. Quá mất thời gian để chờ đợi rồi không nhận được hàng, rồi giờ khóa tính năng của khách hàng luôn . Còn người gây ra lỗi thì không có biện pháp xử lý vẫn được nhởn nhơ hả hê.",1,com.lazada.android
Không hiểu tại sao vô app tạo acc là khóa ko sài đc app lun,3,com.lazada.android
"app như cI, thua xa shopee, toàn chiêu trò",1,com.lazada.android
"khôi phục cài đặt gốc điện thoại dù đã đăng xuất trước đó nhưng khi cài lại, đăng nhập bắt xác minh trên thiết bị cũ không đăng nhập được. dẹp luôn.",1,com.lazada.android
Thanh toán tiền mua hàng qua ví em và thẻ atm rất tiện lợi.,4,com.lazada.android
quá tuyệt,5,com.lazada.android
OK tốt đẹp,5,com.lazada.android
rất hữu ích tiện lợi đặt hàng Online giá siêu rẻ nữa,5,com.lazada.android
"Lúc đầu vào thì cho miễn phí mua 3 món đồ.sau 1 ngày thì hủy luôn 3 đơn đó 😡.Bốc phét, màu là giỏi.",1,com.lazada.android
"tôi đã trả Hàng nhưng Tiền đã thanh toán cho hàng này đến nay vẫn chưa nhận, vì sao ?.",1,com.lazada.android
"cứ vô mua là bị lỗi OC01 bắt bỏ hết voucher, thế cuối cùng là mua cái gì?",1,com.lazada.android
đểu,1,com.lazada.android
"lazada hết vốn rồi hay sao ý phí vận chuyển ăn trên trời, mà giảm thì cho có tí):)",1,com.lazada.android
đạt tiêu chuẩn chất lượng cao,5,com.lazada.android
Đang yên lành đổi chính sách làm giá tăng lên còn voucher thì không có nên giá cao hơn shoppee nên qua đó mua hàng ok hơn. Lại thêm đòi cccd khi đặt hàng nên bay bay lazada,1,com.lazada.android
"quá thất vọng về ba đơn hàng đầu tiên, đơn nào cũng không giao được và đã bị hủy hết",1,com.lazada.android
