epoch,phase,train_loss,bio_loss,sent_loss,glob_loss,cons_loss,ctr_loss,w_bio,w_sent,w_global,w_cons,w_contrast,tas_strict_p,tas_strict_r,tas_strict_f1,tas_relaxed_p,tas_relaxed_r,tas_relaxed_f1,span_p,span_r,span_f1,sent_matched_p,sent_matched_r,sent_matched_f1,sent_goldspan_p,sent_goldspan_r,sent_goldspan_f1,global_p,global_r,global_f1,is_best,span_f1_Fashion,span_f1_Electronics,span_f1_General,span_f1_Service,span_f1_Ship,span_f1_Price,span_f1_App,sent_f1_Fashion,sent_f1_Electronics,sent_f1_General,sent_f1_Service,sent_f1_Ship,sent_f1_Price,sent_f1_App,pred_NEG_Fashion,pred_POS_Fashion,pred_NEU_Fashion,pred_TOTAL_Fashion,pred_NEG_Electronics,pred_POS_Electronics,pred_NEU_Electronics,pred_TOTAL_Electronics,pred_NEG_General,pred_POS_General,pred_NEU_General,pred_TOTAL_General,pred_NEG_Service,pred_POS_Service,pred_NEU_Service,pred_TOTAL_Service,pred_NEG_Ship,pred_POS_Ship,pred_NEU_Ship,pred_TOTAL_Ship,pred_NEG_Price,pred_POS_Price,pred_NEU_Price,pred_TOTAL_Price,pred_NEG_App,pred_POS_App,pred_NEU_App,pred_TOTAL_App,gold_NEG_Fashion,gold_POS_Fashion,gold_NEU_Fashion,gold_TOTAL_Fashion,gold_NEG_Electronics,gold_POS_Electronics,gold_NEU_Electronics,gold_TOTAL_Electronics,gold_NEG_General,gold_POS_General,gold_NEU_General,gold_TOTAL_General,gold_NEG_Service,gold_POS_Service,gold_NEU_Service,gold_TOTAL_Service,gold_NEG_Ship,gold_POS_Ship,gold_NEU_Ship,gold_TOTAL_Ship,gold_NEG_Price,gold_POS_Price,gold_NEU_Price,gold_TOTAL_Price,gold_NEG_App,gold_POS_App,gold_NEU_App,gold_TOTAL_App
37,phase2,0.3302,0.1597,0.0236,0.2040,1.9656,0.3133,1.0646,1.2530,0.2307,0.0000,0.0000,0.7387,0.7712,0.7546,0.7494,0.7824,0.7656,0.8377,0.8752,0.8560,0.8424,0.8254,0.8331,0.8299,0.8194,0.8243,0.8287,0.8288,0.8286,best,0.9172,0.7209,0.7778,0.9130,0.9143,0.8871,0.9489,0.8541,0.8017,0.7188,0.8193,0.8579,0.8692,0.9005,71,63,14,148,80,98,14,192,52,67,12,131,80,102,28,210,59,53,18,130,47,98,22,167,62,58,11,131,72,61,15,148,79,93,20,192,51,63,17,131,79,103,28,210,53,60,17,130,51,91,25,167,59,61,11,131
38,phase2,0.2509,0.1253,0.0204,0.1965,1.9680,0.3296,1.0099,1.2606,0.2394,0.0000,0.0000,0.7374,0.7704,0.7535,0.7481,0.7816,0.7645,0.8355,0.8736,0.8541,0.8430,0.8259,0.8337,0.8287,0.8172,0.8225,0.8272,0.8274,0.8271,,0.9172,0.7196,0.7754,0.9087,0.9110,0.8864,0.9489,0.8541,0.8017,0.7188,0.8191,0.8579,0.8706,0.9005,71,63,14,148,80,98,14,192,52,67,12,131,78,104,27,209,59,53,18,130,46,97,23,166,62,58,11,131,72,61,15,148,79,93,20,192,51,63,17,131,79,103,27,209,53,60,17,130,50,90,26,166,59,61,11,131
39,phase2,0.2938,0.1429,0.0215,0.2031,2.0168,0.3272,1.0560,1.2777,0.2294,0.0000,0.0000,0.7385,0.7728,0.7553,0.7492,0.7840,0.7662,0.8358,0.8752,0.8550,0.8438,0.8255,0.8338,0.8270,0.8166,0.8214,0.8301,0.8297,0.8297,best,0.9172,0.7182,0.7815,0.9111,0.9110,0.8864,0.9489,0.8541,0.8054,0.7193,0.8168,0.8579,0.8706,0.9005,71,63,14,148,79,99,14,192,52,68,12,132,78,105,27,210,59,53,18,130,46,97,23,166,62,58,11,131,72,61,15,148,79,93,20,192,51,64,17,132,79,103,28,210,53,60,17,130,50,90,26,166,59,61,11,131
40,phase2,0.2865,0.1392,0.0195,0.1949,2.0854,0.3181,1.0198,1.2996,0.2330,0.0000,0.0000,0.7393,0.7712,0.7549,0.7508,0.7832,0.7666,0.8375,0.8744,0.8556,0.8439,0.8229,0.8323,0.8293,0.8154,0.8218,0.8330,0.8319,0.8323,best,0.9172,0.7209,0.7791,0.9087,0.9110,0.8914,0.9489,0.8363,0.8012,0.7193,0.8228,0.8579,0.8706,0.9005,72,63,13,148,79,99,14,192,52,68,12,132,77,107,26,210,59,53,18,130,46,97,23,166,62,58,11,131,72,61,15,148,79,93,20,192,51,64,17,132,79,103,28,210,53,60,17,130,50,90,26,166,59,61,11,131
41,phase2,0.2736,0.1322,0.0185,0.1993,2.1791,0.3286,1.0226,1.2312,0.2411,0.0000,0.0000,0.7423,0.7720,0.7569,0.7523,0.7824,0.7671,0.8409,0.8752,0.8577,0.8419,0.8223,0.8311,0.8275,0.8147,0.8206,0.8366,0.8359,0.8361,best,0.9172,0.7246,0.7740,0.9130,0.9214,0.8914,0.9489,0.8363,0.7981,0.7188,0.8206,0.8579,0.8706,0.9005,72,63,13,148,79,100,14,193,52,67,12,131,76,107,27,210,59,53,18,130,46,97,23,166,62,58,11,131,72,61,15,148,79,94,20,193,51,63,17,131,79,103,28,210,53,60,17,130,50,90,26,166,59,61,11,131
42,phase2,0.2681,0.1296,0.0186,0.1867,2.1306,0.3280,1.0495,1.2633,0.2333,0.0000,0.0000,0.7427,0.7736,0.7578,0.7527,0.7840,0.7680,0.8404,0.8760,0.8578,0.8441,0.8233,0.8326,0.8298,0.8161,0.8224,0.8351,0.8346,0.8348,best,0.9172,0.7246,0.7740,0.9130,0.9143,0.8920,0.9562,0.8363,0.8110,0.7188,0.8171,0.8579,0.8715,0.9005,72,63,13,148,81,99,13,193,52,67,12,131,77,106,27,210,59,53,18,130,47,97,23,167,62,58,11,131,72,61,15,148,79,94,20,193,51,63,17,131,79,103,28,210,53,60,17,130,51,90,26,167,59,61,11,131
43,phase2,0.2503,0.1209,0.0168,0.1961,2.1243,0.3247,1.0045,1.3161,0.2330,0.0000,0.0000,0.7417,0.7720,0.7566,0.7517,0.7824,0.7668,0.8410,0.8760,0.8582,0.8427,0.8219,0.8312,0.8269,0.8142,0.8201,0.8376,0.8374,0.8374,,0.9172,0.7246,0.7788,0.9130,0.9143,0.8895,0.9562,0.8363,0.8033,0.7188,0.8171,0.8579,0.8715,0.9005,72,63,13,148,81,99,13,193,52,67,12,131,77,106,27,210,59,53,18,130,47,97,23,167,62,58,11,131,72,61,15,148,79,94,20,193,51,63,17,131,79,103,28,210,53,60,17,130,51,90,26,167,59,61,11,131
44,phase2,0.2474,0.1185,0.0163,0.1962,2.1429,0.3190,1.0487,1.2723,0.2307,0.0000,0.0000,0.7436,0.7728,0.7579,0.7537,0.7832,0.7681,0.8415,0.8752,0.8580,0.8418,0.8232,0.8316,0.8251,0.8135,0.8189,0.8345,0.8348,0.8345,best,0.9206,0.7249,0.7788,0.9130,0.9143,0.8840,0.9562,0.8366,0.8193,0.7104,0.8171,0.8579,0.8689,0.9005,73,63,13,149,79,100,13,192,51,67,13,131,77,106,27,210,59,53,18,130,47,97,22,166,62,58,11,131,73,61,15,149,79,94,19,192,51,63,17,131,79,103,28,210,53,60,17,130,51,90,25,166,59,61,11,131
45,phase2,0.2463,0.1164,0.0165,0.1901,2.1216,0.3217,1.0540,1.2843,0.2288,0.0000,0.0000,0.7431,0.7728,0.7576,0.7531,0.7832,0.7678,0.8417,0.8760,0.8585,0.8418,0.8232,0.8316,0.8282,0.8164,0.8219,0.8343,0.8348,0.8344,,0.9206,0.7249,0.7850,0.9130,0.9143,0.8815,0.9562,0.8544,0.8193,0.7104,0.8171,0.8579,0.8574,0.9005,72,63,14,149,79,100,13,192,51,67,13,131,77,106,27,210,59,53,18,130,48,97,21,166,62,58,11,131,73,61,15,149,79,94,19,192,51,63,17,131,79,103,28,210,53,60,17,130,51,90,25,166,59,61,11,131
46,phase2,0.2767,0.1325,0.0166,0.1921,2.1360,0.3273,1.0224,1.3101,0.2307,0.0000,0.0000,0.7435,0.7720,0.7575,0.7535,0.7824,0.7677,0.8430,0.8760,0.8592,0.8412,0.8215,0.8303,0.8254,0.8144,0.8196,0.8344,0.8348,0.8345,,0.9172,0.7273,0.7900,0.9130,0.9143,0.8815,0.9562,0.8541,0.8108,0.7104,0.8171,0.8579,0.8574,0.9005,71,63,14,148,79,101,13,193,51,67,13,131,77,106,27,210,59,53,18,130,48,97,21,166,62,58,11,131,72,61,15,148,79,94,20,193,51,63,17,131,79,103,28,210,53,60,17,130,51,90,25,166,59,61,11,131
47,phase2,0.2500,0.1183,0.0172,0.1918,2.1641,0.3135,1.0070,1.2664,0.2405,0.0000,0.0000,0.7440,0.7720,0.7578,0.7540,0.7824,0.7680,0.8428,0.8752,0.8587,0.8418,0.8231,0.8316,0.8260,0.8151,0.8202,0.8344,0.8348,0.8345,,0.9172,0.7273,0.7900,0.9107,0.9143,0.8815,0.9562,0.8541,0.8147,0.7104,0.8190,0.8579,0.8574,0.9005,71,63,14,148,80,100,13,193,51,67,13,131,75,107,27,209,59,53,18,130,48,97,21,166,62,58,11,131,72,61,15,148,79,94,20,193,51,63,17,131,79,103,27,209,53,60,17,130,51,90,25,166,59,61,11,131
48,phase2,0.2401,0.1110,0.0179,0.1916,2.1998,0.3307,1.0214,1.2722,0.2375,0.0000,0.0000,0.7435,0.7720,0.7575,0.7535,0.7824,0.7677,0.8414,0.8744,0.8576,0.8426,0.8213,0.8308,0.8264,0.8135,0.8195,0.8344,0.8348,0.8345,,0.9172,0.7273,0.7837,0.9107,0.9143,0.8791,0.9562,0.8363,0.8147,0.7188,0.8190,0.8579,0.8574,0.9005,72,63,13,148,80,100,13,193,52,67,12,131,75,107,27,209,59,53,18,130,48,97,21,166,62,58,11,131,72,61,15,148,79,94,20,193,51,63,17,131,79,103,27,209,53,60,17,130,51,90,25,166,59,61,11,131
49,phase2,0.2339,0.1085,0.0165,0.1933,2.1588,0.3208,1.0355,1.2397,0.2385,0.0000,0.0000,0.7436,0.7704,0.7568,0.7544,0.7816,0.7678,0.8418,0.8728,0.8570,0.8425,0.8212,0.8307,0.8282,0.8142,0.8206,0.8331,0.8337,0.8333,,0.9172,0.7249,0.7862,0.9107,0.9143,0.8791,0.9524,0.8363,0.8147,0.7188,0.8190,0.8579,0.8574,0.9002,72,63,13,148,80,100,13,193,52,67,12,131,75,107,27,209,59,53,18,130,48,97,21,166,61,58,11,130,72,61,15,148,79,94,20,193,51,63,17,131,79,103,27,209,53,60,17,130,51,90,25,166,58,61,11,130
50,phase2,0.2737,0.1248,0.0186,0.1912,2.1451,0.3207,1.0496,1.2721,0.2327,0.0000,0.0000,0.7436,0.7704,0.7568,0.7544,0.7816,0.7678,0.8418,0.8728,0.8570,0.8441,0.8212,0.8314,0.8294,0.8142,0.8212,0.8331,0.8337,0.8333,,0.9172,0.7249,0.7862,0.9107,0.9143,0.8791,0.9524,0.8363,0.8147,0.7188,0.8218,0.8579,0.8574,0.9002,72,63,13,148,80,100,13,193,52,67,12,131,75,108,26,209,59,53,18,130,48,97,21,166,61,58,11,130,72,61,15,148,79,94,20,193,51,63,17,131,79,103,27,209,53,60,17,130,51,90,25,166,58,61,11,130
