epoch,phase,train_loss,bio_loss,sent_loss,glob_loss,cons_loss,ctr_loss,w_bio,w_sent,w_global,w_cons,w_contrast,tas_strict_p,tas_strict_r,tas_strict_f1,tas_relaxed_p,tas_relaxed_r,tas_relaxed_f1,span_p,span_r,span_f1,sent_matched_p,sent_matched_r,sent_matched_f1,sent_goldspan_p,sent_goldspan_r,sent_goldspan_f1,global_p,global_r,global_f1,is_best,span_f1_Fashion,span_f1_Electronics,span_f1_General,span_f1_Service,span_f1_Ship,span_f1_Price,span_f1_App,sent_f1_Fashion,sent_f1_Electronics,sent_f1_General,sent_f1_Service,sent_f1_Ship,sent_f1_Price,sent_f1_App,pred_NEG_Fashion,pred_POS_Fashion,pred_NEU_Fashion,pred_TOTAL_Fashion,pred_NEG_Electronics,pred_POS_Electronics,pred_NEU_Electronics,pred_TOTAL_Electronics,pred_NEG_General,pred_POS_General,pred_NEU_General,pred_TOTAL_General,pred_NEG_Service,pred_POS_Service,pred_NEU_Service,pred_TOTAL_Service,pred_NEG_Ship,pred_POS_Ship,pred_NEU_Ship,pred_TOTAL_Ship,pred_NEG_Price,pred_POS_Price,pred_NEU_Price,pred_TOTAL_Price,pred_NEG_App,pred_POS_App,pred_NEU_App,pred_TOTAL_App,gold_NEG_Fashion,gold_POS_Fashion,gold_NEU_Fashion,gold_TOTAL_Fashion,gold_NEG_Electronics,gold_POS_Electronics,gold_NEU_Electronics,gold_TOTAL_Electronics,gold_NEG_General,gold_POS_General,gold_NEU_General,gold_TOTAL_General,gold_NEG_Service,gold_POS_Service,gold_NEU_Service,gold_TOTAL_Service,gold_NEG_Ship,gold_POS_Ship,gold_NEU_Ship,gold_TOTAL_Ship,gold_NEG_Price,gold_POS_Price,gold_NEU_Price,gold_TOTAL_Price,gold_NEG_App,gold_POS_App,gold_NEU_App,gold_TOTAL_App
37,phase2,0.3683,0.1522,0.0258,0.1956,0.1426,0.0399,1.0991,1.4006,0.2210,0.1121,0.1798,0.7508,0.7760,0.7632,0.7608,0.7864,0.7734,0.8492,0.8784,0.8635,0.8322,0.8286,0.8303,0.8341,0.8242,0.8289,0.8322,0.8374,0.8342,best,0.9143,0.7399,0.7885,0.9234,0.9324,0.8715,0.9562,0.7927,0.7908,0.7196,0.8676,0.8767,0.8338,0.8778,74,62,12,148,87,93,18,198,52,66,11,129,77,104,30,211,59,53,20,132,46,92,25,163,60,59,13,132,71,62,15,148,82,96,20,198,49,63,17,129,80,104,27,211,54,60,18,132,49,89,25,163,59,62,11,132
38,phase2,0.3536,0.1444,0.0246,0.1966,0.1445,0.0358,1.0593,1.3669,0.2310,0.1123,0.1805,0.7523,0.7776,0.7648,0.7616,0.7872,0.7742,0.8492,0.8784,0.8635,0.8359,0.8299,0.8327,0.8375,0.8253,0.8310,0.8321,0.8374,0.8341,best,0.9143,0.7386,0.7859,0.9234,0.9324,0.8764,0.9562,0.7927,0.7908,0.7196,0.8676,0.8767,0.8336,0.9063,74,62,12,148,87,93,18,198,52,66,11,129,77,104,30,211,59,53,20,132,46,91,25,162,61,60,11,132,71,62,15,148,82,96,20,198,49,63,17,129,80,104,27,211,54,60,18,132,49,88,25,162,59,62,11,132
39,phase2,0.3752,0.1525,0.0222,0.1853,0.1374,0.0308,1.0826,1.3811,0.2270,0.1146,0.1769,0.7533,0.7768,0.7649,0.7634,0.7872,0.7751,0.8481,0.8752,0.8614,0.8407,0.8310,0.8355,0.8387,0.8256,0.8317,0.8310,0.8361,0.8329,best,0.9143,0.7353,0.7796,0.9234,0.9324,0.8708,0.9562,0.7927,0.8058,0.7031,0.8676,0.8767,0.8417,0.9063,74,62,12,148,87,93,16,196,52,66,10,128,77,104,30,211,59,53,20,132,46,92,24,162,61,60,11,132,71,62,15,148,81,95,20,196,49,63,16,128,80,104,27,211,54,60,18,132,48,89,25,162,59,62,11,132
40,phase2,0.3436,0.1396,0.0237,0.1899,0.1405,0.0333,1.0484,1.4084,0.2292,0.1124,0.1823,0.7519,0.7760,0.7638,0.7620,0.7864,0.7740,0.8482,0.8760,0.8619,0.8374,0.8278,0.8323,0.8375,0.8233,0.8299,0.8311,0.8364,0.8331,,0.9172,0.7376,0.7796,0.9234,0.9324,0.8683,0.9562,0.7927,0.8064,0.7031,0.8588,0.8767,0.8417,0.8915,74,62,12,148,88,93,16,197,52,66,10,128,77,105,29,211,59,53,20,132,46,92,24,162,60,60,12,132,71,62,15,148,82,95,20,197,49,63,16,128,80,104,27,211,54,60,18,132,48,89,25,162,59,62,11,132
41,phase2,0.3495,0.1407,0.0245,0.1925,0.1356,0.0298,1.0626,1.4101,0.2296,0.1138,0.1756,0.7504,0.7744,0.7622,0.7605,0.7848,0.7724,0.8482,0.8760,0.8619,0.8347,0.8263,0.8302,0.8362,0.8210,0.8279,0.8311,0.8364,0.8331,,0.9172,0.7363,0.7821,0.9234,0.9324,0.8683,0.9562,0.7927,0.7882,0.7264,0.8588,0.8767,0.8326,0.8915,74,62,12,148,88,94,15,197,52,65,11,128,77,105,29,211,59,53,20,132,45,92,25,162,60,60,12,132,71,62,15,148,82,95,20,197,49,63,16,128,80,104,27,211,54,60,18,132,48,89,25,162,59,62,11,132
42,phase2,0.3131,0.1303,0.0199,0.1848,0.1362,0.0296,1.0847,1.2915,0.2275,0.1125,0.1906,0.7523,0.7752,0.7636,0.7616,0.7848,0.7730,0.8510,0.8776,0.8641,0.8328,0.8256,0.8290,0.8362,0.8210,0.8279,0.8335,0.8390,0.8354,,0.9143,0.7390,0.7846,0.9234,0.9324,0.8796,0.9562,0.7927,0.7880,0.7264,0.8588,0.8767,0.8250,0.8915,74,62,12,148,87,95,15,197,52,65,11,128,77,105,29,211,59,53,20,132,45,92,26,163,60,60,12,132,71,62,15,148,81,96,20,197,49,63,16,128,80,104,27,211,54,60,18,132,49,89,25,163,59,62,11,132
43,phase2,0.3182,0.1300,0.0210,0.1847,0.1355,0.0300,1.0394,1.4469,0.2287,0.1120,0.1798,0.7527,0.7768,0.7646,0.7620,0.7864,0.7740,0.8505,0.8784,0.8642,0.8351,0.8290,0.8319,0.8386,0.8232,0.8303,0.8323,0.8377,0.8343,,0.9143,0.7376,0.7846,0.9234,0.9324,0.8827,0.9562,0.8125,0.7880,0.7264,0.8588,0.8767,0.8287,0.8915,73,62,13,148,87,95,15,197,52,65,11,128,77,105,29,211,59,53,20,132,45,92,27,164,60,60,12,132,71,62,15,148,81,96,20,197,49,63,16,128,80,104,27,211,54,60,18,132,49,89,26,164,59,62,11,132
44,phase2,0.3272,0.1296,0.0226,0.1864,0.1357,0.0296,1.0583,1.3410,0.2275,0.1130,0.1898,0.7519,0.7760,0.7638,0.7612,0.7856,0.7732,0.8497,0.8776,0.8634,0.8351,0.8289,0.8318,0.8374,0.8210,0.8284,0.8283,0.8334,0.8302,,0.9143,0.7339,0.7846,0.9234,0.9324,0.8827,0.9562,0.8125,0.7876,0.7264,0.8588,0.8767,0.8287,0.8915,73,62,13,148,87,94,15,196,52,65,11,128,77,105,29,211,59,53,20,132,45,92,27,164,60,60,12,132,71,62,15,148,81,95,20,196,49,63,16,128,80,104,27,211,54,60,18,132,49,89,26,164,59,62,11,132
45,phase2,0.2937,0.1137,0.0211,0.1834,0.1319,0.0279,1.0624,1.4276,0.2274,0.1127,0.1802,0.7512,0.7752,0.7630,0.7612,0.7856,0.7732,0.8490,0.8768,0.8627,0.8351,0.8289,0.8318,0.8374,0.8210,0.8284,0.8283,0.8334,0.8302,,0.9143,0.7339,0.7846,0.9234,0.9324,0.8771,0.9562,0.8125,0.7876,0.7264,0.8588,0.8767,0.8287,0.8915,73,62,13,148,87,94,15,196,52,65,11,128,77,105,29,211,59,53,20,132,45,92,27,164,60,60,12,132,71,62,15,148,81,95,20,196,49,63,16,128,80,104,27,211,54,60,18,132,49,89,26,164,59,62,11,132
46,phase2,0.3366,0.1282,0.0207,0.1814,0.1303,0.0312,1.1044,1.3335,0.2302,0.1122,0.1822,0.7510,0.7744,0.7625,0.7611,0.7848,0.7727,0.8496,0.8768,0.8630,0.8350,0.8265,0.8305,0.8362,0.8188,0.8267,0.8285,0.8336,0.8303,,0.9143,0.7376,0.7846,0.9234,0.9324,0.8739,0.9562,0.8125,0.7928,0.7264,0.8588,0.8631,0.8284,0.8915,73,62,13,148,88,95,14,197,52,65,11,128,77,105,29,211,59,54,19,132,45,91,27,163,60,60,12,132,71,62,15,148,82,95,20,197,49,63,16,128,80,104,27,211,54,60,18,132,49,88,26,163,59,62,11,132
47,phase2,0.3383,0.1269,0.0210,0.1864,0.1356,0.0288,1.0590,1.3989,0.2238,0.1126,0.1846,0.7510,0.7744,0.7625,0.7611,0.7848,0.7727,0.8496,0.8768,0.8630,0.8350,0.8265,0.8305,0.8362,0.8188,0.8267,0.8285,0.8336,0.8303,,0.9143,0.7376,0.7846,0.9234,0.9324,0.8739,0.9562,0.8125,0.7928,0.7264,0.8588,0.8631,0.8284,0.8915,73,62,13,148,88,95,14,197,52,65,11,128,77,105,29,211,59,54,19,132,45,91,27,163,60,60,12,132,71,62,15,148,82,95,20,197,49,63,16,128,80,104,27,211,54,60,18,132,49,88,26,163,59,62,11,132
