feedback_text,is_PRODUCT,is_PRICE,is_SHIPPING,is_SERVICE,is_PLATFORM
hàng rẻ giao nhanh mua choice 3 sản phẩm được miễn ship siêng tưới cây còn được tặng quà gạo miễn phí mới tải app về trải nghiệm mua thử thấy okela lắm mình tranh thủ đặt mua cho mọi người luôn trước mình hay mua trên shopee với tiktok nay lại có thêm sự lựa chọn nữa,1,1,1,1,1
thiết bị rất tốt,0,0,0,0,0
giao hàng nhanh và bảo vệ hàng thích chu đáo,0,0,1,0,0
tao nói thật cho chúng mày biết làm được thì làm không làm được thì cut dm đặt hàng xong bắt trờ đọi cả tháng cuối cùng báo hàng không lấy được,0,0,0,0,0
shopee rất tuyệt vời,0,0,0,1,1
đừng tải uổng phí dung lượng khách hàng lần đầu được giảm 20k chưa mua gì thoát ra là mất ưu đãi,0,1,0,0,0
giao hàng tết 2026 vô trách nhiệm cẩu thả không tôn trọng khách hàng,0,0,1,0,0
ờ không biết nên phải làm sao khi bài đánh giá trước được ladaza phản hồi nhưng tui cố tìm cách như ladaza đã nói nhưng nó vẫn vậy và đã trôi qua 74 ngày và tui không tìm được cách giải quyết nhắn tin thì chỉ hiển thị mấy cái chat 10 như 1 và sau tui không hiểu sao khi đánh giá thì việc mua sắm của tui không còn được hổ trợ nữa tui không được sử dụng voucher giảm giá lẫn xu để giảm và buộc phải mua mắc hơn app khác có hơi khiến tui lo lắng và có phần hơi e ngại không đáng với số tiền bỏ ra và nhận dịch vụ như này,0,1,1,1,1
app như card t mới lập tài khoản chưa kịp mua gì đã bị khoá rồi,1,0,0,0,1
một lỗ p lớp plo pp là một p,0,0,0,0,0
tr đất ơi app như qq z đó má giao hàng tiết kiệm mà 33kar mỗi món hỏi có điên không bấm vô đổi thì đơ luôn máy đã ít đồ r thì ok xíu đi 1 giùm cái,1,0,1,0,1
bán đồ rất tốt,1,0,0,0,0
mê lắm nha đặt hàng thì không in tên sản phẩm lại che sđt bảo mật,1,0,0,0,0
đỡ hơn shoppe rất nhiều shopper toàn bị khoá tài khoản không lý do ship pơ thì vô duyên,0,0,1,1,0
toi đa muahang olazada lau roi nay xin tiep tuc mua sam nua,0,0,0,0,1
có rất nhìu mã sài ok,0,0,0,0,0
mất khuyến mãi người mới,1,1,0,0,0
rất tiện lợi oke,0,0,0,0,0
tự ý hủy đơn hàng mất luôn voucher xong không bù lại đj hiểu kiểu j,0,1,1,0,0
nice app shopping,0,0,0,1,1
có cái đơn đặt từ hơn 1 tuần trước hôm qua đến ngày dự kiến nhận báo đơn hàng bị chặn tôi xem lý do là giao hàng chưa thành công giao hàng hồi nào hả điện thoại không có cuộc gọi nào mà kêu chưa giao thành công làm ăn vậy đó cái đêm hôm qua tra đơn trên lex thì báo là hàng hoàn về trung tâm phân loại rồi hỏi bộ phận cskh thì kêu là địa chỉ không chính xác ô hay cái địa chỉ này của tôi đặt mấy lần r mà không bị sao giờ lại kêu không chính xác còn cái lý do gì mà hàng tôi bị chặn bye lazada,0,0,1,1,1
cần cải thiện về thay đối số điện thoại như các nền tảng khác như zl,0,0,0,0,0
phần mềm càng ngày càng chậm,0,0,1,0,0
mỗi đăng nhập thì khó khăn quảng thì cả đống xài làm gì loại này,1,0,0,0,1
không thay đổi được phương thức vận chuyển bắt thanh toán qua áp ngân hàng,0,0,1,0,0
tôi không dùng được voucher người mới,1,1,0,0,0
săn sale mua mới 2 đơn thấy không hợp với giá chưa tốt hủy đơn dính cr01 chã hiểu kiểu gì cuối năm muốn mua hàng cũng bị làn khó dễ,1,1,0,0,0
sao đặt hàng không được vậy đặt hàng là nó cứ hủy đơn hàng của tui vậy,0,0,1,0,0
treo app kinh,0,0,0,0,1
good app nhiều tính năng hay hiện muốn vay thì vô trang 𝐕𝐚𝐲𝐓𝐨𝐭𝐍𝐡𝐚𝐭 này đảm bảo vay tốt nhất luôn nhận 9tr900 dễ phí cực tốt do em đang thiếu số tháng này về app này phí giao hàng quá cao hai nơi cách nhau vài cây số mà phí cao hơn cả từ trung quốc về món hàng vài ngàn hay món hàng nhỏ xíu mà phí giao hàng không khác mấy món hàng nhiều tiền yêu cầu cao hay to lớn cồng kềnh chán thế đấy và xin hãy hiển thị địa chỉ cửa hàng làm ơn xin đấy,0,1,1,1,1
sài như cc đăng nhập còn đ được thua xa shoppee,0,0,0,1,1
chất lượng dịch vụ quá kém,1,0,0,0,0
lazada quá hay,0,0,0,0,1
tôi không thể trò churtfuhbjisử dụng biểu tượng chỉnh sửa để ghim thêm hoặc xóa đoạn uugymhmyện bây giờ tôi sẽ gọi lại cho bạn sớm có mặt và không ubtnhất có thể,0,0,0,1,0
tô t lă m mơ i vô cơ chu c ngay ui,0,0,0,0,0
đặt hàng và đã thanh toán nhưng 2 tháng hàng chưa có đơn cũng không hủy được và tiền cũng không hoàn về đây là dịch vụ tệ nhất mà tôi từng sử dụng,1,1,0,0,0
sắp cút khỏi vn rồi giờ đặt hàng không giao nữa càng ngày càng tệ hại thảm bại thua shopee app dùng bao lâu giờ gặp hiện tuọeng không thèm giao thì chịu thua luôn đúng ra nên cho vote 0 star,1,0,1,1,1
tiền ship quá mắc không bằng 1 nửa của shoppe quá thất vọng đừng tải app này về,0,1,1,1,1
tốt nhanh và rẻ,0,1,1,0,0
tiki sập mẹ rồi vô ap không được web cũng thế,1,0,0,0,1
cskh trên app cho con bot nó làm không giải quyết được gì hết mong thêm phần nv cskh trên app,0,0,0,1,1
thất vọng vì tự ý hủy đơn hàng không phải 1 mà rất nhiều lần trong khi chẳng có giao dịch bất thường,0,0,1,0,0
mua hàng không được,0,0,0,0,0
app lừa đảo khách hàng tổ chức game để mọi người chơi lấy lazreward nhưng chơi xong thì báo hết để không ai đổi thưởng được lazreward hết,0,0,0,0,1
đơn hành thanh toán tiền rồi nhà bán hàng không đóng hàng sàn không cho hủy hàng đi giao không gọi cho người nhận giám phản hồi là không liên lạc được ảnh up lên thì đang ngồi tại bưu cục thất vọng với cái sàn này càng ngày càng tệ,0,1,1,1,0
không có 1 cuộc gọi nào mà đã tự động hủy đơn hàng chán,0,0,1,1,0
hàng rất uy tín,0,0,0,0,0
lúc trước tiki rất tốt luôn mà h không hiểu nổi giá ship cao voucher thì mua nhiều mà giảm có tí,0,1,1,0,1
bán đắt quá nên giảm giá lại chút xíu,0,1,0,0,0
tôi thích mua đồ,1,0,0,0,0
cảm ơn vì đã cho tôi trải nghiệm dịch vụ mua sắm online cực kỳ nhanh chống và tiện lợi giá cả cũng là ưu thế của app,1,1,1,0,1
trước đây tôi đăng ký tài khoản lzd bằng tài khoản google mà vẫn có thể đặt mua hàng quốc tế bình thường vậy mà hiện tại khi tôi đặt mua hàng quốc tế lzd bắt phải đăng ký cd hộ chiếu và địa chỉ mới vấn đề này quá phức tạp và gây ra lo ngại sâu sắc về an toàn thông tin cá nhân của người dùng lzd vậy nên tôi sẽ dừng mua hàng trên lzd cho đến khi lzd điều chỉnh lại chính sách về như trước đây nếu thấy dùng lzd mà có nguy cơ không an toàn với thông tin cá nhân thì tôi sẽ xóa và rip lzd,1,0,0,0,0
mua đồ rất rẻ,1,1,0,0,0
trong tháng cần 6tr nhận ở trang vaytotnhat hình thức góp 9 tháng thấy những đánh giá 1 sao đều là đúng phổ biến tình trạng chung shoppe đang lừa dối khách hàng và chèn ép khách hàng,0,1,1,1,0
cho thẳng 1 nhân viên giao hàng báo khống 2 lần liên tiếp không giao được hàng do khách hẹn lại trong khi không có nhân viên nào tới nhà giao hay gọi thông báo mỗi khi áp dụng xu hay free ship là có chuyện xoá app nghỉ sài,0,1,1,1,1
tốt mua hàng rẻ,0,1,0,0,0
ứng dụng tệ dể mất lòng nhau vì tồi tàn chuyên môn kĩ thuật thông báo kém nhịn chịu mất tiền vì tốn xe quay đầu,0,1,0,0,1
không còn chế độ giảm phí vận chuyển khi mua hàng vượt mốc giá không còn muốn đặt nữa,0,1,1,0,0
không có cái cần mua,0,0,0,0,0
nguy cơ sập bẫy lừa đảo rất cao khiếu nạy thì giải quyết quá lâu nản quá thì bỏ thôi,0,0,1,1,0
nhiều cửa hàng bán hàng kém chất lượng nhưng tiki không có chế độ bảo vệ khách hàng trả lạiq sản phẩm khi khách hàng gặp các cửa hàng bán hàng thiếu uy tín,1,0,0,1,1
tiki vừa nhẹ vừa xịn ăn đứt shopee,0,0,0,1,1
khóa tài khoản người dùng vô lý do,1,0,0,0,0
hiện cần vốn khoảng 5tr thì vào 𝐕𝐚𝐲𝐓𝐨𝐭𝐍𝐡𝐚𝐭 nhé do mình đang thiếu số đúng nghĩa là vay tốt nhất thời điểm app hữu ích xin phép hiện ai cần vay vào 𝐕𝐚𝐲𝐓𝐨𝐭𝐍𝐡𝐚𝐭 đảm bảo vay tốt nhất nhận tới 9tr990 chỉ tốn 110k phí do mình đang thiếu số mà app này app hữu ích chúc ngày càng phát triển hiện muốn vay thì vô trang 𝐕𝐚𝐲𝐓𝐨𝐭𝐍𝐡𝐚𝐭 này đảm bảo vay tốt nhất luôn nhận 9tr900 dễ phí cực tốt do em đang thiếu chỉ tiêu sắp bị cho nghỉ việc hay bị đơ trên android 16,0,1,1,0,1
cũng tám tàm tam tam,1,0,0,0,0
tốt nhưng lâu lâu nó bảo không cho liên kết tài khoản gg,0,0,1,0,0
phí ship hơi khét,0,1,1,0,0
ưu đãi rất nhiều và tốt,0,0,0,0,0
tui mua được đơn hàng 1k free sip nè,0,0,1,0,0
tiki càng ngày càng chán như ngày xưa freeship có nhiều giờ chả khác gì không có freeship tiki now là cái mà mình thích nhất ở tiki mà bây giờ cũng không hỗ trợ nhiều như trước cảm thấy từ khi có cái asa tiki chất lượng xuống hẳn nhìn chung rất buồn với tiki bây giờ,1,1,1,1,1
tôi có trải nghiệm thật tệ khi mua bán và sử dụng shopee mọi sự cố xảy ra shopee không bao giờ giải quyết thỏa đáng,0,0,0,1,1
tuyệt vời,0,0,0,0,0
quá lag trải nghiệm mua sắm sẽ tệ đi cần sự tối giản và mượt mà hơn nâng cao trải nghiệm mua sắm app tự mở lên quá bất tiện,0,0,0,0,1
tự nhiên đánh mã cr01 dù không làm gì bất thường chán,0,0,0,0,0
10 điểm không có nhưng,0,0,0,0,0
tự nhiên đi đâu lazada cũng ám t vô game tự ý mở lazafa lên google cũng v h ik đau cũng hiện lên quài đg viết đánh giá cũng hiện gớm quãi,1,1,0,0,1
chưa thấy app nào giao hàng lâu như app này đặt đơn hàng 5 ngày rồi chưa giao tới,0,0,1,0,1
bán gì cũng mất,1,0,0,0,0
trước đây app dùng tốt lắm từ tháng 10 vô giỏ hàng tự động thoát ra bị treo đt xóa app tải lại cũng vô giỏ hàng tự động thoát ra chán quá,1,0,0,0,1
rất yêu,0,0,0,0,0
tôi rất hài lòng với shopee,0,0,0,1,1
mua đồ được giá rẻ,1,1,0,0,0
xứng đáng,0,0,0,0,0
mua hang rất tiện lợi,0,0,0,0,0
rất tiện dụng rễ kiếm tìm sản phẩm giá cả hợp lý nói chung rất hài lòng khi trải nghiệm,1,1,0,0,1
toàn cửa hàng ảo bán hàng giả mà cũng được nên top quá rác không bằng shopee,1,0,0,1,1
rất có tiện lợi,0,0,0,0,0
app như cc nhé đừng tải,0,0,0,0,1
khoá tài khoản lý do vô cớ,0,0,0,0,0
e đặt chung mà sao nó giao lẻ tốn tiền ship kinh,0,1,1,0,0
sản phẩm tuyệt đẹp rẻ chất lương nhé,1,1,0,0,0
mình là khách hàng tiki chắc đã 4 5 năm rồi ngoài ưu điểm thì xin nói về khuyết điểm như sau hàng giá khá cao hơn so với nơi khác nhiều cửa hàng hàng hóa kém chất lượng mô tả 1 đằng hàng giao 1 kiểu quy trình phản hồi đổi trả của tiki chưa bao giờ mình dùng được vì quá phức tạp hay giao hàng trễ phí ship không hề rẻ khối lượng hàng hóa thậm chí kê khống ra nặng hơn chắc 10x 15x lần khối lượng thật đánh giá hàng hóa trên tiki chỉ được edit 1 lần duy nhất mail rác cực nhiều,1,1,1,1,1
tệ không có miễn ship giao hàng,0,0,1,0,0
app cực tệ,0,0,0,0,1
tôi đánh giá 5 sau,0,1,0,0,0
hàng đa dạng đẹp sd tiện lợi,1,0,0,0,0
cài gói 1 năm xong đ thấy mxa 25 35 đâu giỡn mặt t hả,0,0,0,0,0
dùng mấy năm rồi nhưng giờ mới đánh giá app dễ sử dụng nhiều chương trình giảm giá tiki giao hàng rất nhanh mục vận chuyển tikinow thì pẻfect,1,1,1,0,1
riết app việt mà dưới 4 là cũng sắp dẹp được rùi,1,0,0,0,1
không biết,0,0,0,0,0
được màaa,0,0,0,0,0
đơn đặt hàng lại bị hoàn trả không lý do không báo trước và lần nào cũng vậy,1,0,0,0,0
lỗi m04 hoài,0,0,0,0,1
rất tiện lợi và nhất hay,0,0,0,0,0
nhu củt,0,0,0,0,0
trang bán hàng điện tử uy tín và tin cậy,0,0,0,0,0
trai qua đôi lá quá hay,0,0,0,0,0
tốt dùng ổn nhiều vorcho,1,0,0,0,0
đã tự hủy đơn hàng rồi tại sao không hoàn tiền lại cho tôi đơn hàng muốn hủy thì cũng phải thông báo cho tôi biết chứ xem tôi có đồng ý không đằng này không vi phạm bất cứ điều gì từ tiki từ cửa hàng khi không lại hủy đơn hàng của tôi tiki nào giờ uy tín lắm mà sao hôm nay lại làm việc thiếu trách nhiệm thiếu tôn trọng khách hàng quá vậy lẽ ra là 0 có 1 sao luôn do google bắt buộc nên phải cắn răng cho 1 sao vậy,1,1,1,1,1
ứng dụng thì ok nhưng được cái khó chịu là lướt fb hay chorm bằng điện thoại rất hay bị link shopee,0,0,0,1,1
giá 1k tiền ship 50 đã v còn kh có mã giảm giá nữa mua bằng shopper còn ngon hơn gấp mấy lần thật sự quá thất vọng,1,1,1,1,0
rất xứng đáng,0,0,0,0,0
ngon bổ rẻ,1,1,0,0,0
thân thiện nhiệt tình chu đáo nhưng quảng cáo ứng dụng sai do tôi đã đang sử dụng ứng dụng shopee rồi mà còn quảng cáo ứng dụng shopee hoài quảng cáo liên tục rất bực bội,0,0,0,1,1
mua thoải mái vì sản phẩm được hoàn trả dễ dàng khi không đúng yêu cầu,1,0,0,0,0
mắc mớ gì trả hàng lại cho cửa hàng cứ ép người khác phải tạo shopeepay hoặc liên kết tài khoản ngân hàng mà không cho sử dụng số dư tk shopee vậy app ngu như gì ấy kể cả rút về shopeepay tiền vẫn chạy vào số dư tk shopee mà chọn shopeepay thì bắt buộc phải liên kết tk ngân hàng rồi học sinh chưa có tk ngân hàng thì sao mua hàng đểu rồi không hoàn hàng lại được shopeepay là cái phế nhất t từng thấy còn quảng cáo freeship dù là đơn dưới 10k bất cứ mặt hàng nào cũng chỉ toàn bịp ship đắt vl,1,1,1,1,1
nhân viên giao hàng thân thiện giao hàng đúng thời gian nhiều ưu đãi 5 rất ok,0,0,1,1,0
app chuyển sang máy khác mất hết xu,0,1,0,0,1
dung ok lai giao hang nhanh shipper vui ve rat chat luong,0,0,1,1,0
khá là tốt rẻ đẹp nx,1,1,0,0,0
toi muốn mua hàng ở tiki sao không được,0,0,0,0,1
đăng kí toàn khoá tài khoản dùng không được,1,0,0,0,0
nó rất tốt,0,0,0,0,0
hàng chưa giao mà để đã giao rồi báo cáo thì app không giải quyết,0,0,0,1,1
đặt hàng được cửa hàng và tép giải lí rất hay và yên tâm,0,0,0,1,0
lỗi không xem được giỏ hàng,0,0,0,0,1
khó sử dụng load lâu có lúc không load được nhiều khi vào để xem mình đặt gì với xem tgian ship mà không vào được cái tới lúc shipper gọi thì không chuẩn bị kịp tiền,0,1,1,1,0
uy tin chất lượng đó bên thi de thôi gian mới biết được,1,0,0,0,0
app rách vừa lag vừa đểu,0,0,0,0,1
giá của nó rất rẻ và xịn nữa,0,1,0,0,0
quảng cáo mọi nơi lỡ bấm vào là cứ chuyển thẳng vào ứng dụng phiền vaiz,0,0,0,0,1
shoppe không bảo mật thông tin khách hàng các bạn nhà bán và mua hàng phải cẩn thận đánh giá 3 sao trở xuống sẽ bị khủng bố điện thoại cho đến khi các bạn chịu nói các bạn đánh giá nhầm,0,1,0,1,0
đúng là cái app mua sắm tệ nhất anh em vào tải shopee ngon hơn vừa tải app mua đơn đầu tiên mà nó bảo lỗi vc xóa luôn,1,0,0,1,1
cần đưa nhiều sản phẩm chất lượng hơn nữa và có quá trình bảo vệ khách hàng trong quá trình tiêu dùng như bảo hành update,1,0,0,0,0
app lỏ bên kho vận chuyển không giao hàng có gọi hủy hàng lazada bảo nhiều lần hủy hàng đúng phế không biết xác mình từ khách hàng hay nv vận chuyển,0,0,1,1,1
uy tín chất lượng,1,0,0,0,0
rất rẻ tiện lợi,0,1,0,0,0
tiki có lego không vậy bạn,0,0,0,0,1
tự nhiên khoá acc t trong khi mua hàng chì áp mã free ship,0,0,1,0,0
rồi riết không có mã gì hết khách hàng thân thiết lúc lazada cho xem hàng tới giờ mà gio mua shopee luôn không chịu canh tranh thì chịu không có đồ gì hết,1,0,0,1,1
ở trên shopee được cái xem được rõ đánh giá của người khác mua hàng cũng ok hơn,1,1,0,1,1
ok thích hhi,0,0,0,0,0
rất ưng ý về sản phẩm,1,0,0,0,0
chó lazada,0,0,0,0,1
tại khoản bị từ chối là sao,0,0,0,0,0
hang dung nhu qc giao hang nhanh hau mai tot,0,0,1,0,0
tiki thương hiệu việt hãy giữ vững là của thương hiệu việt,0,0,0,0,1
đơn vị vận chuyển đối tác cụ thể là j t tệ hơn chữ tệ dự kiến 7 ngày thì hàng đến bưu cục cách nhà vài km rồi vẫn giam 3 4 ngày đợi đủ 7 mới chịu giao làm ăn kiểu quan liêu cứ thích đúng quy trình chứ không đề cao việc phục vụ khách hàng gửi ý kiến thì cũng như không gửi xoá app chuyển qua xài cái app mua sắm khác còn hơn,1,0,1,0,1
tyệt zời,0,0,0,0,0
tiki tốt rẻ mà đơn giản không phải giành giật voucher mà giá vẫn rẻ hơn shopee,0,1,0,1,1
tạm ổn,0,0,0,0,0
quá ok,0,0,0,0,0
trả hàng 2 tuần không ai lấy,0,0,0,0,0
gữi mã thì chục cái không nhập vào được chả hiểu lazada làm ân cái kiểu gì thôi xoá mẹ qua shope cho dễ,0,0,0,1,1
không vào tài khoản được,0,0,0,0,0
hay và nhanh nữa,0,0,1,0,0
di ch vu râ t tô t thật tuyệt vời,0,0,0,0,0
lúc trước trả hàng rất nhanh hôm sau là shipper đến lấy bây giờ đợi hơn 2 ngày mới xác nhận rồi 8 ngày sau mới lấy hàng mất hơn 10 ngày cho việc đổi trả,1,0,1,0,0
không thể thanh toán online qua app được lần thứ nhất thanh toán báo thanh toán thất bại vào thanh toán lại thì cứ bắt chọn phương thức thanh toán trong khi đã chọn rồi phải vào web tiki mới thanh toán online được,1,0,0,0,1
support được ai trả lời rất nhiệt tình và kêu xóa tài khoản ok xóa thôi và tắt cái dyanamic island chạy ngầm trên ios đi phiền toái,0,0,0,0,0
không đăng nhập được nhue c,0,0,0,0,1
hàng j mà đắt dữ rứa một cái mũ bình thường gần mấy trăm nhìn tiki để nghị xem lại giá sản phẩm cho một sao vì thắc mắc này,1,1,0,0,1
mạng căng đét chọn giao hoả tốc không được,0,0,0,0,0
không giáo hàng đúng với sản phẩm nhưng phục vụ thì ok lắm luôn suất sắc,1,1,0,0,0
trải nghiệm trước tính sau,0,0,0,0,1
đg chs game cứ quảng cáo lazata phiền vcl bán đồ thì kém chất lượng cứ quảng cáo,1,0,0,0,0
dễ sập load lâu như quỉ,0,0,1,0,0
rất vui mua được nhiều lắm quà tặng,0,0,0,0,0
cho kiểm tra hàng là tốt rồi mấy sàn kia bị lừa treo đầu dê bán thịt chó nó không cho xem,0,0,0,0,0
tệ hàng đã về tới chạm giao hàng mà hàng không thấy giao đợi 3 4 ngày mà không thấy làm ăn kiểu gì vậy hồi đó giao hàng rất nhanh còn bây giờ thì chậm bây giờ không thấy supper lại giao hàng,0,0,1,0,0
haha hay và chất lượng,1,0,0,0,0
vô ktien vn vay 0 nha,0,0,0,0,0
app mua hàng khó hơn shopee và tiktok mong app sửa lại cho đỡ mất thời gian,0,0,0,1,1
chấp nhận giá cao hơn một chút để được hàng chính hãng mua tiki có vẻ yên tâm hơn tuy nhiên vẫn còn nhiều hạn chế ảnh hưởng trải nghiệm cskh các cửa hàng trả lời tin nhắn chậm đến lúc trả lời thì mình cũng mua chỗ khác rồi thời gian ship 5 7 ngày cho đơn trong nước là khá lâu khó cạnh tranh với sàn khác thường 2 3 ngày các mẫu chưa đa dạng đặc biệt các mặt hàng quần áo giày dép việc thanh toán trước phức tạp chưa linh hoạt ủng hộ sàn người việt mong cải thiện,1,1,1,1,1
hay chất lượng tốt,1,0,0,0,0
mua sắm online rất nhiều tiện ích và nhiều sản phẩm,1,0,0,0,0
mấy năm có tiki now bữa nay không có phí vc quá mắc mà giao hàng thì lại quá lâu thôi mình chia tay,0,1,1,0,1
một lie,0,0,0,0,0
app như cc xem 5 giây thì nó hiện quảng cáo hết 10 giây,0,0,0,0,1
ứng dụng rất tệ mở app ra không ấn được gì không phản hồi,0,0,0,1,1
yêu cầu xử lí không tốt không giải quyết được vấn đề và cũng không tôn trọng khách hàng,1,0,0,1,0
tại sao không có tiếng việt,0,0,0,0,0
đặt hàng mãi không được cứ thông báo là đơn hàng có vấn đề giao dịch,0,0,1,0,0
ứng dụng này rất hay,0,0,0,0,1
hàng đểu hổ trợ khách hàng kém kém xa shoppe nhé mn,0,0,0,1,0
hàng chocie thật sự không biết mở ra đề làm cái gì mua 100 lần đúng 100 lần báo lỗi không hề mua được hàng,0,0,0,0,1
dẽ mua,0,0,0,0,0
qua tê trên ap ghi đa hu y tha nh công va vâ n chuyê n ha ng đê n tay ngươ i tiêu du ng vâ n đê không đươ c đô ng kiê m nên toa n nhâ n không pha i ha ng vâ n đê la ap không co nhân viên đê kha c phu c vâ n đê ba o cho ngươ i ba n la đơn đa hu y chư hoa t đô ng bă ng robot thi hu y đơn vâ n bi nhâ n ha ng mâ y ap kha c hu y la không chuyê n ha ng đi nư a cho ha ng quay vê co n ap chuyê n rô i hu y vâ n pha i nhâ n ha ng tơ i tay,0,0,0,1,0
vì gặp nhiều hàng không đúng mong muốn,0,0,0,0,0
khi mở app tôi không hài lòng với cái tính năng tự động giảm âm lượng của điện thoại xuống mức 30 tôi cảm thấy rất bực mình và khó chịu,0,1,0,0,1
giao hàng bị thiếu cửa hàng nhắn kg trả lời báo tổng đài tiki thì gửi mail và cũng đợi chờ nản,1,0,1,1,1
lỗi bị thoát đăng nhập đăng nhập hoài không được,0,0,0,0,1
giao hàng nhanh đóng gói chu đáo vote 5 sao,0,0,1,0,0
lazada nên có cái định vị chỗ nhận hàng ấy rất tiện và nên có thêm nhiều chương trình khuyến mãi hấp dẫn để thu hút được nhiều người dùng,1,1,1,0,1
áo đẹp,1,0,0,0,0
khóa tài khoản người dùng không nói lý do gọi hỗ trợ cũng không giải thích nghỉ bán ở vn luôn đi,1,0,0,1,0
giao lộn hàng,0,0,0,0,0
trải nghiệm không tốt dùng hơn 10 năm đùng cái pan nick với 1 lý do mập mờ,1,0,0,0,1
tao rất ghét chơi trò rrlm t thua 40k xu tao rất ghét,0,1,0,0,0
sách giá rẻ có chương trình sale cho mọt sách nhưng tiki thường xuyên đóng gói hàng không cẩn thận dẫn đến sách bị móp méo,0,1,1,0,1
liên tục thì thoát tài khoản phải đăng nhập lại rất bực mình lỗi mấy năm rồi không khắc phục cứ động tý là phải đăng nhập lại,0,0,0,0,1
không tôn trọng người mua hàng thích là khóa tài khoản,0,0,0,0,0
vào còn được cho bà món miễn phí nữa,0,1,0,0,0
quảng cáo kho chịu v,0,0,0,0,0
mua hàng nhưng không về đợi 10 hôm lại báo quay đầu về đơn vị bán khiếu nại thì trả lời quanh co cho xong,0,0,0,0,0
hữu ích,0,0,0,0,0
ý thức của nhân viên giao hàng rất kém,0,0,1,1,0
mua 2 cuốn sách tiền ship 50k dẹp luôn đi giờ shopee bán còn rẻ hơn nữa,0,1,1,1,1
sắp đến giờ săn sale r mà còn load mạng thì đầy cọc khó chịu vl ra í,0,1,0,0,0
tốt lên dùng,1,0,0,0,0
quá hạn mà vẫn chx thấy giao hàng là sao,0,0,1,0,0
tiki ngày càng xuống cấp tư lúc nào mà mua hàng trên tiki mở hộp phải quay video lại đúng hài cho sàn thương mại điện tử giao hàng bể nứt nói qua nói lại qua email cả tháng rồi im luôn mọi ng qua shopee có 3 ngày hòab tiền chư mua tiki g đổi trả bằng niề tin làm ăn vô trách nhiệm,0,1,1,1,1
không bt làm gì,0,0,0,0,0
ghét nhất,0,0,0,0,0
ê nên cài đặt nhà mọi người nhiều mã giảm giá lám thú vị lám tôi thik nha,0,1,0,0,0
shipper tự ý hủy đơn của khách không gọi nhưng bảo gọi không bắt máy lấy lí do để hủy,0,0,1,1,0
nhiều cửa hàng quảng cáo một kiểu bán đồ kiểu khác nên 90 hay bị mua nhầm,1,0,0,1,0
đặt hàng chờ mấy ngày mà không đến còn hoàn cả đơn,0,0,1,0,0
quảng cáo không,0,0,0,0,0
đã hủy đơn mà kh hoàn đủ số tiền,0,1,0,0,0
rất thích lazada luôn,0,0,0,0,1
quá tệ choice đag bình thường tự nhiên cập nhật cái lỗi oc01 oc02 gì đó cái méo đặt hàng được cho mẹ nữa không biết laz có còn muốn bán hàng nữa hay không đã thua shopee rồi còn làm ba cái trò lỗi kia rồi không cho ngta đặt hàng thì làm qq gì nữa,0,0,0,1,1
xác nhận căn cước công dân thì nó ghi bị lỗi là sao cửa hàng làm ăn gì kì vậy trời app lỗi quá nhiều,0,0,1,1,1
không hài lòng vs app này hàng đắt quá,0,1,0,0,1
cửa hàng không địa chỉ hàng mua lỗi xong im luôn đã được trả học phí,0,1,0,1,1
ứng dụng tuyệt vời,0,0,0,0,1
tôi yêu shopee,0,0,0,1,1
qc thấy ghét,0,0,0,0,0
sàn giao dịch điện tử ngu nhất mà t từng thấy nuôi 1 đám chó giao hàng nhưng vòn nào cũng mất nết,1,0,1,0,0
rất ok,0,0,0,0,0
ứng dụng số 1 trong lòng tôi,0,0,0,0,1
không cho thêm tài khoản ngân hàng hoàn tiền lại r bây giờ rút lm sao,0,1,0,0,0
tự nhiên dính cr1 trong khi chưa làm gì sai với chính sách cả thất vọng vl,0,0,0,0,0
ứng dụng bán ít hàng quá và thiết kế app khó sử dụng khó tìm tin nhắn,0,0,0,0,1
ít vé giảm giá,0,1,0,0,0
yêu cầu kiểm tra lại hàng tôi đã bị lừa,0,0,0,0,0
ngày cận tết là lúc t khó chịu nhất với lại không riêng j ngày đấy không có cuộc gọi nào từ shipper xong đơn tự hủy luôn hoàn trả về ng gửi mình rất buồn và chán không muốn đặt hàng mình mong shopee sẽ sửa và không còn như thế đây không phải là lần đầu tiên mình bị nhưng sẽ là lần cuối mình lên tiếng,0,0,1,1,1
vi phạm đời sống con người,0,0,0,0,0
tặng voucher đơn hàng đầu tiên thì không dùng được đổi acc mãi dùng được thì vì săn được đơn hàng giá rẻ mà bị hệ thống tự ý hủy hủy cái moẹ j tải app nặng máy tốn dung lượng thì cũng thôi đi lại còn bị hủy đơn với lí do hệ thống thấy bất thường vãi thật,1,1,1,0,1
good shopee,0,0,0,1,1
có thẻ trong săn thưởng mà cào cứ phầm mềm không hợp lệ là sao,0,0,0,0,0
cửa hàng bán đồ lừa đảo nhiều làm tôi rất thất vọng với lazada,1,0,0,1,1
đồ thì rẻ nhưng mà ship thì đắt,1,1,1,0,0
làm ăn 2 lời giao hàng 1 tháng,0,0,1,0,0
bắt thanh toán qua ứng dụng không đặt được sảm phẩm,0,0,0,0,1
giảm giá rẻ ik đắt lắm,0,1,0,0,0
shopee còn thua,0,0,0,1,1
